time (ms), gyrz (dps), magx (uT), magy (uT), wheel (RPM)
37901,  00250.132,  00002.702, -00039.752, 0.00
38001,  00250.132,  00004.052, -00030.302, 0.00
38101,  00250.132, -00000.152, -00021.902, 0.00
38201,  00250.132, -00010.202, -00013.352, 0.00
38301,  00250.132, -00022.952, -00011.852, 0.00
38401,  00250.132, -00036.902, -00019.202, 0.00
38501,  00250.132, -00044.702, -00030.152, 0.00
38601,  00250.132, -00045.152, -00041.402, 0.00
38701,  00250.132, -00036.902, -00051.902, 0.00
38801,  00250.132, -00025.052, -00055.952, 0.00
38901,  00250.132, -00015.002, -00053.552, 0.00
39001,  00250.132, -00003.002, -00050.102, 0.00
39101,  00250.132,  00000.902, -00041.402, 0.00
39201,  00250.132,  00003.902, -00030.452, 0.00
39301,  00250.132,  00000.152, -00020.702, 0.00
39401,  00250.132, -00008.702, -00013.802, 0.00
39501,  00250.132, -00022.202, -00012.152, 0.00
39601,  00250.132, -00036.302, -00017.102, 0.00
39701,  00250.132, -00043.802, -00026.702, 0.00
39801,  00250.132, -00043.952, -00040.952, 0.00
39901,  00250.132, -00039.452, -00051.152, 0.00
time (ms), gyrz (dps), magx (uT), magy (uT), wheel (RPM)
116,  00027.642, -00033.302, -00050.552, 0.00
201, -00060.892, -00035.402, -00049.952, -87.13
301, -00134.492, -00038.252, -00048.902, -224.06
401, -00166.762, -00042.452, -00043.652, -321.56
501, -00200.842, -00044.252, -00037.652, -389.20
601, -00223.912, -00045.152, -00031.202, -432.77
701, -00236.272, -00039.152, -00019.952, -464.96
801, -00246.502, -00029.252, -00014.702, -483.90
901, -00250.142, -00018.452, -00012.902, -499.05
1001, -00250.142, -00006.152, -00016.502, -506.63
1101, -00250.142,  00000.002, -00021.302, -507.19
1201, -00250.142,  00004.952, -00032.402, -514.69
1301, -00243.202,  00004.202, -00039.752, -520.83
1401, -00245.152, -00001.052, -00046.652, -519.89
1501, -00235.642, -00006.302, -00051.602, -522.73
1601, -00187.692, -00016.802, -00053.852, -514.69
1701, -00180.582, -00025.202, -00054.602, -519.89
1801, -00141.522, -00028.952, -00053.852, -517.05
1901, -00139.052, -00034.952, -00051.452, -519.89
2001, -00099.762, -00038.252, -00049.802, -517.99
2101, -00074.752, -00041.702, -00048.002, -517.05
2201, -00063.112, -00042.002, -00045.002, -517.05
2301, -00051.732, -00042.302, -00042.752, -514.69
2401, -00054.582, -00044.402, -00040.652, -521.78
2501, -00058.182, -00043.802, -00040.352, -523.67
2601, -00058.112, -00044.252, -00036.452, -525.57
2701, -00059.322, -00045.002, -00034.202, -524.62
2801, -00057.582, -00046.202, -00031.202, -527.46
2901, -00058.472, -00044.402, -00030.152, -525.57
3001, -00060.362, -00044.402, -00026.552, -528.41
3101, -00058.342, -00042.452, -00024.302, -526.52
3201, -00052.522, -00041.552, -00022.952, -525.57
3301, -00057.512, -00038.702, -00021.152, -526.52
3401, -00088.372, -00037.952, -00018.452, -529.36
3501, -00122.922, -00034.202, -00015.752, -534.09
3601, -00109.552, -00027.452, -00012.902, -533.14
3701, -00094.602, -00021.902, -00012.902, -528.41
3801, -00098.952, -00017.552, -00012.452, -528.41
3901, -00089.512, -00012.152, -00012.602, -527.46
4001, -00076.532, -00009.302, -00014.252, -526.52
4101, -00043.822, -00007.502, -00015.452, -523.67
4201, -00011.432, -00006.002, -00015.152, -515.62
4301,  00000.442, -00006.002, -00017.852, -519.89
4401, -00003.832, -00006.902, -00016.802, -516.56
4501, -00003.702, -00006.152, -00016.502, -520.31
4601,  00003.952, -00005.252, -00015.452, -518.44
4701,  00003.762, -00007.952, -00016.052, -520.31
4801, -00004.462, -00004.652, -00017.252, -521.25
4901, -00002.542, -00004.802, -00016.202, -523.12
5001,  00004.822, -00006.002, -00017.102, -526.52
5101,  00001.592, -00005.552, -00018.152, -523.12
5201, -00005.092, -00005.252, -00015.152, -527.46
5301, -00000.732, -00005.702, -00016.502, -523.12
5401, -00004.582, -00005.402, -00016.802, -526.52
5501, -00001.692, -00006.002, -00015.902, -521.25
5601, -00002.182, -00006.902, -00018.002, -523.12
5701, -00000.212, -00005.252, -00016.202, -527.46
5801, -00004.892, -00006.152, -00017.702, -521.25
5901,  00000.232, -00006.902, -00016.802, -522.19
6001, -00002.902, -00006.452, -00018.002, -522.19
6101, -00002.702, -00006.302, -00015.452, -522.19
6201, -00001.592, -00005.702, -00015.752, -521.25
6301, -00002.772, -00004.652, -00016.052, -522.19
6401,  00000.812, -00006.152, -00018.452, -521.25
6501, -00001.492, -00005.552, -00016.202, -522.19
6601, -00001.812, -00006.752, -00016.652, -522.19
6701, -00000.472, -00004.802, -00017.102, -522.19
6801,  00002.272, -00005.552, -00016.652, -523.12
6901,  00001.942, -00005.252, -00016.652, -527.46
7001, -00001.562, -00005.702, -00016.052, -522.19
7101,  00003.462, -00005.252, -00017.102, -521.25
7201,  00000.922, -00005.252, -00017.402, -523.12
7301,  00002.662, -00005.402, -00016.502, -527.46
7401,  00001.342, -00004.952, -00016.052, -521.25
7501,  00000.732, -00005.402, -00016.802, -522.19
7601,  00002.992, -00006.452, -00017.252, -522.19
7701, -00000.032, -00005.252, -00016.652, -522.19
7801,  00000.852, -00006.002, -00017.402, -521.25
7901, -00000.582, -00006.152, -00017.252, -521.25
8001,  00000.602, -00006.002, -00017.102, -523.12
8101,  00001.302, -00006.302, -00016.202, -526.52
8201,  00000.792, -00007.502, -00015.452, -521.25
8301,  00001.132, -00006.152, -00016.802, -522.19
8401,  00001.342, -00007.202, -00016.802, -523.12
8501,  00001.662, -00007.652, -00016.502, -526.52
8601, -00001.082, -00005.252, -00015.452, -522.19
8701,  00002.532, -00006.302, -00016.652, -522.19
8801,  00001.982, -00006.152, -00016.502, -522.19
8901, -00001.702, -00005.702, -00016.802, -523.12
9001,  00001.972, -00007.502, -00015.152, -527.46
9101,  00005.902, -00006.002, -00015.452, -522.19
9201,  00000.562, -00007.202, -00016.802, -522.19
9301,  00001.062, -00007.802, -00016.652, -522.19
9401,  00004.562, -00006.752, -00014.252, -523.12
9501,  00000.692, -00007.502, -00016.202, -526.52
9601,  00002.612, -00008.402, -00015.302, -522.19
9701,  00001.562, -00006.152, -00016.502, -523.12
9801, -00003.402, -00006.152, -00015.302, -527.46
9901, -00000.422, -00005.552, -00015.152, -528.41
10001, -00003.292, -00007.802, -00016.652, -521.25
10101,  00004.242, -00007.502, -00015.902, -521.25
10201,  00000.102, -00007.802, -00015.452, -522.19
10301,  00000.182, -00007.802, -00017.102, -521.25
10401,  00000.532, -00007.052, -00016.652, -523.12
10501, -00001.912, -00006.152, -00015.302, -527.46
10601,  00000.622, -00007.502, -00017.402, -522.19
10701, -00001.042, -00006.302, -00016.652, -523.12
10801,  00001.312, -00006.452, -00016.502, -527.46
10901, -00003.062, -00007.202, -00016.502, -521.25
11001, -00001.582, -00006.752, -00016.652, -523.12
11101,  00001.972, -00007.502, -00015.902, -527.46
11201, -00002.132, -00006.152, -00016.052, -522.19
11301, -00002.112, -00006.752, -00015.452, -523.12
11401, -00000.732, -00006.152, -00016.052, -527.46
11501, -00001.472, -00006.152, -00015.302, -527.46
11601,  00000.692, -00005.552, -00015.452, -521.25
11701, -00002.692, -00006.902, -00016.802, -528.41
11801, -00006.022, -00006.452, -00016.502, -522.19
11901, -00000.442, -00006.152, -00015.302, -522.19
12001, -00000.402, -00007.802, -00015.452, -523.12
12101, -00001.152, -00008.402, -00016.502, -526.52
12201, -00001.512, -00006.902, -00015.302, -523.12
12301, -00000.442, -00006.902, -00016.052, -528.41
12401, -00000.852, -00006.302, -00016.202, -521.25
12501, -00000.602, -00006.452, -00015.302, -522.19
12601, -00001.242, -00006.002, -00016.202, -522.19
12701, -00001.812, -00007.802, -00016.652, -522.19
12801, -00000.632, -00006.452, -00016.502, -523.12
12901,  00000.312, -00004.202, -00014.852, -526.52
13001, -00000.122, -00005.552, -00015.452, -528.41
13101, -00002.832, -00006.902, -00015.302, -526.52
13201, -00001.032, -00005.552, -00017.102, -527.46
13301, -00001.122, -00006.752, -00016.202, -521.25
13401, -00000.292, -00006.302, -00017.852, -526.52
13501, -00000.762, -00006.902, -00017.702, -522.19
13601, -00002.732, -00006.452, -00017.252, -523.12
13701, -00004.982, -00005.702, -00016.802, -526.52
13801, -00003.182, -00005.402, -00017.252, -522.19
13901, -00001.342, -00006.152, -00016.802, -522.19
14001, -00005.152, -00005.702, -00016.802, -526.52
14101,  00002.212, -00005.402, -00017.702, -522.19
14201, -00002.982, -00005.552, -00017.402, -521.25
14301, -00002.632, -00006.302, -00017.402, -523.12
14401, -00004.742, -00005.552, -00017.852, -526.52
14501, -00003.982, -00004.802, -00016.652, -522.19
14601, -00002.002, -00006.152, -00018.452, -522.19
14701, -00004.232, -00004.652, -00016.502, -521.25
14801, -00004.512, -00004.052, -00017.852, -528.41
14901, -00003.552, -00004.202, -00017.702, -521.25
15001, -00003.002, -00005.252, -00017.852, -523.12
15101, -00004.212, -00005.702, -00018.002, -527.46
15201, -00007.012, -00004.952, -00016.502, -529.36
15301, -00005.132, -00006.152, -00018.452, -532.20
15401, -00010.632, -00003.902, -00017.252, -534.09
15501, -00013.542, -00004.652, -00017.702, -537.88
15601, -00011.852, -00003.452, -00018.452, -541.67
15701, -00014.642, -00003.452, -00018.452, -544.51
15801, -00017.732, -00003.452, -00018.452, -549.24
15901, -00023.312, -00002.402, -00019.202, -552.08
16001, -00020.552, -00001.952, -00019.202, -557.77
16101, -00024.342, -00000.752, -00021.302, -560.61
16201, -00025.742, -00000.152, -00020.402, -565.34
16301, -00030.892, -00000.302, -00021.302, -569.13
16401, -00028.202,  00001.202, -00022.652, -572.92
16501, -00036.412,  00001.052, -00024.452, -577.65
16601, -00040.022,  00002.252, -00025.652, -581.44
16701, -00042.532,  00003.302, -00026.402, -585.23
16801, -00043.102,  00003.302, -00027.902, -589.02
16901, -00043.302,  00002.252, -00030.302, -593.75
17001, -00047.032,  00003.302, -00029.852, -598.48
17101, -00046.502,  00002.552, -00032.552, -602.27
17201, -00050.632,  00003.302, -00034.502, -606.06
17301, -00054.702,  00003.752, -00036.152, -609.85
17401, -00057.202,  00003.452, -00035.552, -614.58
17501, -00060.072,  00003.152, -00039.452, -618.37
17601, -00058.952,  00003.302, -00042.302, -623.11
17701, -00059.662,  00000.752, -00043.502, -624.05
17801, -00060.442, -00001.502, -00045.002, -623.11
17901, -00061.012, -00000.752, -00045.002, -624.05
18001, -00059.872, -00002.402, -00047.252, -621.21
18101, -00060.952, -00003.152, -00049.202, -618.37
18201, -00054.832, -00005.702, -00050.252, -614.58
18301, -00051.942, -00008.552, -00049.802, -610.80
18401, -00053.562, -00009.902, -00051.152, -607.95
18501, -00047.452, -00011.402, -00053.852, -604.17
18601, -00048.462, -00012.452, -00052.652, -599.43
18701, -00044.932, -00013.052, -00054.752, -595.64
18801, -00039.632, -00015.902, -00053.852, -590.91
18901, -00040.872, -00018.302, -00054.452, -587.12
19001, -00037.542, -00019.652, -00056.552, -583.33
19101, -00030.812, -00020.402, -00055.352, -577.65
19201, -00032.892, -00021.902, -00055.052, -573.86
19301, -00027.872, -00023.402, -00055.352, -570.08
19401, -00028.262, -00024.002, -00055.202, -564.39
19501, -00025.712, -00022.802, -00054.752, -560.61
19601, -00023.652, -00024.902, -00055.052, -555.87
19701, -00021.182, -00025.052, -00054.752, -552.08
19801, -00017.212, -00025.952, -00055.052, -547.35
19901, -00010.332, -00028.802, -00054.752, -544.51
20001, -00010.502, -00027.902, -00053.852, -538.83
20101, -00010.342, -00028.802, -00054.452, -535.98
20201, -00009.652, -00029.402, -00053.402, -533.14
20301, -00011.702, -00029.402, -00053.852, -530.30
20401, -00007.542, -00028.952, -00055.052, -530.30
20501, -00004.692, -00030.752, -00054.452, -528.41
20601, -00009.692, -00031.052, -00053.552, -529.36
20701, -00008.052, -00029.552, -00054.752, -528.41
20801, -00007.142, -00031.802, -00052.802, -527.46
20901, -00004.362, -00031.652, -00054.602, -529.36
21001, -00003.452, -00032.252, -00053.552, -527.46
21101, -00007.982, -00031.502, -00054.452, -527.46
21201, -00010.462, -00030.752, -00052.502, -528.41
21301, -00005.312, -00031.502, -00052.052, -527.46
21401, -00007.562, -00033.152, -00052.652, -528.41
21501, -00004.472, -00032.402, -00053.102, -527.46
21601, -00009.472, -00031.202, -00053.102, -528.41
21701, -00006.242, -00034.802, -00052.802, -528.41
21801, -00008.502, -00034.202, -00052.202, -528.41
21901, -00006.272, -00033.752, -00052.502, -528.41
22001, -00009.372, -00034.652, -00053.102, -527.46
22101, -00004.952, -00033.152, -00051.452, -528.41
22201, -00008.012, -00033.752, -00050.852, -528.41
22301, -00008.572, -00034.502, -00052.052, -527.46
22401, -00008.122, -00036.002, -00052.802, -528.41
22501, -00010.072, -00036.452, -00049.952, -528.41
22601, -00007.282, -00036.152, -00051.152, -527.46
22701, -00007.812, -00034.952, -00052.652, -528.41
22801, -00007.492, -00036.002, -00050.552, -526.52
22901, -00006.502, -00036.302, -00050.852, -528.41
23001, -00009.092, -00035.702, -00051.452, -528.41
23101, -00009.112, -00036.302, -00049.802, -528.41
23201, -00008.342, -00035.702, -00051.152, -528.41
23301, -00007.402, -00036.752, -00048.902, -528.41
23401, -00010.302, -00037.502, -00049.352, -527.46
23501, -00009.222, -00036.302, -00049.352, -527.46
23601, -00006.072, -00037.052, -00049.802, -528.41
23701, -00006.992, -00037.502, -00049.802, -523.12
23801, -00009.192, -00039.752, -00050.102, -526.52
23901, -00007.082, -00037.802, -00048.602, -528.41
24001, -00010.022, -00039.002, -00049.802, -528.41
24101, -00006.492, -00039.452, -00048.302, -526.52
24201, -00007.842, -00039.902, -00049.502, -528.41
24301, -00007.082, -00039.902, -00047.552, -527.46
24401, -00006.762, -00041.252, -00048.152, -526.52
24501, -00009.252, -00039.902, -00046.052, -528.41
24601, -00010.562, -00041.252, -00046.952, -526.52
24701, -00012.802, -00040.502, -00045.902, -528.41
24801, -00006.112, -00040.952, -00047.552, -528.41
24901, -00008.272, -00041.552, -00046.202, -527.46
25001, -00009.822, -00042.452, -00046.052, -526.52
25101, -00004.312, -00042.302, -00045.452, -528.41
25201, -00005.562, -00042.452, -00046.352, -525.57
25301, -00006.062, -00040.802, -00045.452, -524.62
25401, -00004.442, -00042.752, -00044.252, -520.83
25501,  00002.532, -00042.752, -00045.002, -517.05
25601,  00001.332, -00043.202, -00044.852, -513.26
25701,  00001.852, -00041.702, -00043.652, -510.42
25801,  00005.762, -00040.502, -00045.902, -504.73
25901,  00005.182, -00040.502, -00045.452, -502.84
26001,  00010.532, -00041.402, -00044.852, -497.16
26101,  00009.392, -00043.202, -00046.352, -494.32
26201,  00010.982, -00041.402, -00046.352, -488.64
26301,  00017.122, -00040.202, -00046.352, -483.90
26401,  00016.692, -00038.552, -00046.652, -482.01
26501,  00021.492, -00040.052, -00048.602, -476.33
26601,  00023.702, -00039.752, -00047.852, -471.59
26701,  00027.312, -00038.702, -00049.202, -467.80
26801,  00029.432, -00039.152, -00049.952, -462.12
26901,  00033.402, -00036.002, -00051.602, -460.23
27001,  00033.822, -00037.052, -00052.052, -454.55
27101,  00036.182, -00034.202, -00051.452, -450.76
27201,  00040.772, -00032.552, -00052.502, -445.08
27301,  00042.722, -00033.302, -00053.552, -441.29
27401,  00042.632, -00030.452, -00054.152, -438.45
27501,  00047.022, -00028.502, -00054.002, -431.82
27601,  00044.472, -00027.002, -00054.002, -430.87
27701,  00048.872, -00025.652, -00055.052, -428.98
27801,  00047.882, -00024.302, -00054.452, -428.03
27901,  00042.442, -00021.152, -00055.802, -430.87
28001,  00043.762, -00019.202, -00054.602, -432.77
28101,  00040.042, -00016.202, -00054.152, -436.55
28201,  00037.182, -00016.802, -00055.952, -440.34
28301,  00035.442, -00015.752, -00053.252, -444.13
28401,  00031.982, -00013.802, -00054.002, -448.86
28501,  00032.552, -00013.202, -00053.402, -452.65
28601,  00030.152, -00012.002, -00052.502, -456.44
28701,  00025.472, -00010.502, -00051.302, -459.28
28801,  00019.862, -00009.302, -00051.602, -464.02
28901,  00023.922, -00008.552, -00052.052, -468.75
29001,  00021.162, -00008.702, -00051.152, -472.54
29101,  00018.082, -00007.952, -00051.152, -476.33
29201,  00009.362, -00006.752, -00051.602, -482.01
29301,  00007.672, -00007.502, -00050.852, -485.80
29401,  00010.282, -00005.552, -00050.852, -489.58
29501,  00006.562, -00007.052, -00050.852, -494.32
29601,  00004.772, -00005.552, -00050.552, -499.05
29701,  00001.652, -00006.452, -00051.152, -502.84
29801, -00000.242, -00006.452, -00049.952, -507.58
29901, -00002.332, -00006.002, -00049.352, -511.36
30001, -00007.742, -00006.452, -00050.702, -515.15
30101, -00010.812, -00005.702, -00049.202, -518.94
30201, -00011.632, -00006.752, -00050.552, -521.78
30301, -00010.212, -00007.202, -00049.952, -523.67
30401, -00010.382, -00007.202, -00051.452, -525.57
30501, -00011.802, -00007.802, -00052.052, -525.57
30601, -00012.242, -00008.702, -00051.152, -527.46
30701, -00009.922, -00007.802, -00050.552, -527.46
30801, -00010.932, -00010.652, -00051.902, -521.25
30901, -00011.702, -00009.302, -00050.852, -528.41
31001, -00013.962, -00008.702, -00051.452, -527.46
31101, -00010.392, -00010.052, -00052.502, -527.46
31201, -00012.362, -00010.502, -00052.502, -527.46
31301, -00013.852, -00012.002, -00052.502, -527.46
31401, -00013.852, -00011.702, -00053.852, -528.41
31501, -00014.072, -00012.152, -00054.152, -528.41
31601, -00014.592, -00012.302, -00054.002, -528.41
31701, -00011.602, -00013.652, -00054.602, -527.46
31801, -00012.372, -00015.152, -00054.602, -527.46
31901, -00015.952, -00013.802, -00054.752, -528.41
32001, -00018.502, -00013.202, -00055.052, -528.41
32101, -00015.492, -00015.302, -00054.752, -528.41
32201, -00017.222, -00016.202, -00053.852, -527.46
32301, -00016.732, -00016.052, -00054.452, -529.36
32401, -00016.952, -00016.652, -00053.852, -526.52
32501, -00015.792, -00017.402, -00054.602, -528.41
32601, -00012.942, -00018.002, -00055.502, -528.41
32701, -00010.732, -00019.052, -00054.002, -527.46
32801, -00017.502, -00018.152, -00055.052, -527.46
32901, -00017.892, -00019.652, -00055.802, -529.36
33001, -00014.422, -00020.252, -00054.452, -528.41
33101, -00013.762, -00022.052, -00054.002, -527.46
33201, -00014.942, -00022.202, -00054.152, -528.41
33301, -00013.442, -00022.652, -00055.352, -527.46
33401, -00015.132, -00022.052, -00054.452, -528.41
33501, -00014.912, -00022.652, -00056.102, -527.46
33601, -00014.932, -00024.002, -00055.502, -528.41
33701, -00017.572, -00024.452, -00055.052, -527.46
33801, -00016.902, -00025.502, -00054.002, -528.41
33901, -00012.532, -00024.902, -00053.102, -528.41
34001, -00017.742, -00027.152, -00055.052, -527.46
34101, -00015.202, -00028.652, -00054.602, -527.46
34201, -00013.362, -00026.402, -00053.852, -528.41
34301, -00016.552, -00028.052, -00053.552, -528.41
34401, -00014.832, -00027.452, -00055.052, -527.46
34501, -00017.602, -00028.652, -00055.052, -527.46
34601, -00013.312, -00029.552, -00053.552, -529.36
34701, -00019.192, -00029.402, -00053.402, -527.46
34801, -00015.402, -00030.152, -00053.402, -528.41
34901, -00015.392, -00030.302, -00054.452, -527.46
35001, -00012.482, -00030.752, -00053.252, -528.41
35101,  00133.902, -00030.452, -00054.602, -379.73
35201,  00219.272, -00023.552, -00055.202, -185.61
35301,  00250.132, -00013.952, -00053.402, -81.44
35401,  00250.132, -00006.302, -00049.352, -30.30
35501,  00250.132,  00001.202, -00040.652, -7.50
35601,  00250.132,  00003.452, -00030.902, 0.00
35701,  00250.132,  00001.652, -00023.102, 0.00
35801,  00250.132, -00006.752, -00014.702, 0.00
35901,  00250.132, -00017.252, -00012.752, 0.00
36001,  00250.132, -00032.252, -00014.702, 0.00
36101,  00250.132, -00042.452, -00025.052, 0.00
36201,  00250.132, -00045.152, -00037.802, 0.00
36301,  00250.132, -00040.202, -00048.002, 0.00
36401,  00250.132, -00030.152, -00053.102, 0.00
36501,  00250.132, -00021.902, -00055.802, 0.00
36601,  00250.132, -00010.802, -00051.602, 0.00
36701,  00250.132, -00000.902, -00045.302, 0.00
36801,  00250.132,  00003.002, -00036.902, 0.00
36901,  00250.132,  00003.452, -00027.302, 0.00
37001,  00250.132, -00001.652, -00018.452, 0.00
37101,  00250.132, -00011.402, -00013.802, 0.00
37201,  00250.132, -00026.702, -00013.802, 0.00
37301,  00250.132, -00038.552, -00018.602, 0.00
37401,  00250.132, -00045.152, -00029.252, 0.00
37501,  00250.132, -00042.902, -00043.352, 0.00
37601,  00250.132, -00036.002, -00049.802, 0.00
37701,  00250.132, -00027.152, -00055.052, 0.00
37801,  00250.132, -00015.752, -00053.252, 0.00
37901,  00250.132, -00004.802, -00050.552, 0.00
38001,  00250.132,  00001.502, -00044.252, 0.00
38101,  00250.132,  00004.502, -00035.402, 0.00
38201,  00250.132,  00001.052, -00024.902, 0.00
38301,  00250.132, -00006.002, -00016.202, 0.00
38401,  00250.132, -00017.552, -00012.452, 0.00
38501,  00250.132, -00030.752, -00013.502, 0.00
38601,  00250.132, -00040.802, -00022.502, 0.00
38701,  00250.132, -00046.802, -00036.452, 0.00
38801,  00250.132, -00042.302, -00044.252, 0.00
38901,  00250.132, -00034.052, -00051.302, 0.00
39001,  00250.132, -00022.052, -00055.952, 0.00
39101,  00250.132, -00012.302, -00053.252, 0.00
39201,  00250.132, -00002.252, -00046.952, 0.00
39301,  00250.132,  00001.952, -00040.352, 0.00
39401,  00250.132,  00004.652, -00031.202, 0.00
39501,  00250.132, -00000.152, -00020.702, 0.00
39601,  00250.132, -00007.802, -00014.252, 0.00
39701,  00250.132, -00020.552, -00012.002, 0.00
39801,  00250.132, -00035.252, -00014.252, 0.00
39901,  00250.132, -00043.802, -00025.952, 0.00
