time (ms), gyrz (dps), magx (uT), magy (uT), wheel (RPM)
10501,  00000.812, -00046.652, -00028.952, -522.73
10601, -00000.852, -00047.402, -00028.952, -522.73
10701,  00000.642, -00045.152, -00028.952, -522.73
10801,  00000.012, -00045.452, -00029.252, -523.67
10901, -00003.952, -00045.752, -00029.552, -522.73
11001, -00001.332, -00045.152, -00027.752, -523.67
11101, -00003.342, -00044.552, -00029.552, -522.73
11201,  00001.132, -00045.302, -00029.552, -522.73
11301, -00000.472, -00045.452, -00029.252, -522.73
11401,  00000.012, -00045.002, -00028.352, -522.73
11501, -00000.632, -00044.702, -00029.702, -523.67
11601,  00001.672, -00045.902, -00029.702, -523.67
11701,  00001.492, -00045.452, -00028.952, -522.73
11801, -00001.732, -00046.502, -00030.302, -524.62
11901, -00002.872, -00043.952, -00028.502, -523.67
12001,  00000.822, -00046.952, -00028.952, -522.73
12101, -00001.692, -00045.752, -00028.352, -523.67
12201,  00002.082, -00045.902, -00029.702, -523.67
12301, -00001.182, -00045.002, -00029.552, -523.67
12401, -00001.962, -00045.152, -00028.952, -522.73
12501, -00001.762, -00046.052, -00029.552, -523.67
12601,  00002.322, -00045.902, -00029.702, -524.62
12701, -00000.542, -00046.652, -00028.202, -522.73
12801, -00001.212, -00046.202, -00029.702, -522.73
12901, -00002.192, -00045.152, -00028.202, -523.67
13001, -00003.602, -00045.452, -00028.202, -523.67
13101,  00001.862, -00046.502, -00029.552, -523.67
13201,  00000.902, -00046.052, -00029.102, -523.67
13301, -00000.352, -00045.152, -00028.502, -523.67
13401, -00000.512, -00046.952, -00028.952, -523.67
13501, -00000.802, -00046.202, -00028.952, -523.67
13601, -00000.812, -00046.652, -00027.752, -522.73
13701,  00001.632, -00045.452, -00029.252, -524.62
13801, -00000.202, -00045.902, -00028.952, -523.67
13901, -00004.372, -00046.802, -00028.652, -522.73
14001,  00003.362, -00045.902, -00028.502, -523.67
14101, -00001.602, -00046.052, -00028.652, -524.62
14201, -00003.082, -00046.052, -00029.552, -522.73
14301,  00000.542, -00045.752, -00028.652, -522.73
14401, -00003.372, -00046.652, -00029.702, -523.67
14501,  00001.192, -00045.752, -00028.352, -523.67
14601, -00000.662, -00045.002, -00027.902, -523.67
14701,  00000.472, -00045.902, -00028.202, -522.73
14801,  00004.492, -00046.952, -00029.252, -524.62
14901, -00003.212, -00043.952, -00030.152, -522.73
15001, -00001.442, -00045.452, -00028.502, -523.67
15101, -00002.272, -00045.152, -00027.752, -523.67
15201, -00000.162, -00046.802, -00029.852, -525.57
15301, -00000.772, -00045.452, -00029.252, -528.41
15401, -00000.472, -00046.802, -00029.102, -530.30
15501, -00001.092, -00046.052, -00028.652, -534.09
15601, -00000.872, -00046.202, -00029.252, -537.88
15701,  00000.312, -00044.402, -00028.952, -540.72
15801,  00000.342, -00046.652, -00029.252, -544.51
15901, -00002.112, -00046.052, -00030.602, -548.30
16001, -00000.842, -00046.202, -00027.752, -553.03
16101,  00002.112, -00046.052, -00029.102, -557.77
16201, -00001.112, -00045.452, -00028.202, -561.55
16301, -00003.182, -00045.002, -00029.552, -565.34
16401, -00000.852, -00044.552, -00029.552, -569.13
16501,  00000.502, -00046.652, -00028.502, -572.92
16601, -00002.472, -00046.202, -00029.252, -579.55
16701,  00001.152, -00045.752, -00028.352, -581.44
16801, -00000.442, -00046.502, -00028.352, -586.17
16901, -00000.292, -00046.052, -00028.652, -589.96
17001, -00003.112, -00046.652, -00029.702, -594.70
17101,  00000.622, -00045.302, -00028.352, -597.54
17201, -00001.312, -00045.302, -00030.602, -602.27
17301,  00000.262, -00045.752, -00028.652, -607.01
17401, -00002.292, -00045.152, -00029.252, -610.80
17501, -00001.152, -00046.502, -00029.552, -614.58
17601, -00001.982, -00043.952, -00029.252, -618.37
17701,  00000.922, -00045.902, -00029.702, -620.27
17801,  00000.062, -00045.752, -00029.552, -621.21
17901,  00003.242, -00046.052, -00027.902, -619.32
18001,  00000.732, -00045.302, -00029.102, -617.42
18101, -00002.022, -00047.702, -00030.152, -615.53
18201,  00001.502, -00044.702, -00027.302, -609.85
18301, -00002.042, -00046.202, -00029.702, -607.95
18401, -00001.792, -00044.702, -00027.302, -606.06
18501,  00002.762, -00045.302, -00028.652, -598.48
18601, -00002.222, -00045.002, -00029.102, -597.54
18701, -00001.522, -00044.702, -00029.702, -592.80
18801, -00001.292, -00045.452, -00029.252, -589.02
18901,  00000.012, -00046.802, -00029.552, -583.33
19001,  00000.002, -00046.952, -00028.952, -579.55
19101, -00001.822, -00045.152, -00028.202, -570.00
19201,  00003.402, -00045.002, -00029.552, -571.97
19301,  00002.112, -00045.752, -00029.852, -567.23
19401,  00001.362, -00045.302, -00029.852, -562.50
19501, -00000.672, -00045.302, -00027.902, -558.71
19601, -00002.632, -00045.752, -00028.352, -554.92
19701,  00002.072, -00046.652, -00029.702, -550.19
19801, -00000.642, -00045.152, -00030.152, -545.45
19901, -00001.332, -00045.752, -00028.652, -541.67
20001, -00000.902, -00046.052, -00028.652, -536.93
20101, -00000.782, -00045.902, -00030.452, -534.09
20201, -00004.472, -00043.952, -00030.452, -531.25
20301, -00001.082, -00046.652, -00028.952, -527.46
20401,  00000.342, -00045.902, -00030.152, -526.52
20501,  00000.022, -00046.052, -00029.552, -525.57
20601,  00001.902, -00045.752, -00027.602, -526.52
20701,  00000.602, -00045.452, -00030.152, -524.62
20801, -00000.372, -00046.802, -00029.102, -524.62
20901, -00001.552, -00045.752, -00029.102, -524.62
21001, -00002.052, -00046.502, -00029.102, -524.62
21101,  00000.402, -00045.902, -00028.502, -523.67
21201, -00000.152, -00045.902, -00028.202, -522.73
21301,  00000.872, -00045.002, -00029.102, -524.62
21401,  00002.312, -00046.502, -00029.552, -524.62
21501,  00001.092, -00046.202, -00030.902, -524.62
21601, -00003.342, -00045.752, -00030.302, -524.62
21701, -00002.502, -00045.902, -00029.702, -524.62
21801, -00001.892, -00045.152, -00029.252, -523.67
21901, -00000.722, -00045.752, -00027.902, -523.67
22001,  00000.412, -00046.802, -00028.652, -524.62
22101, -00000.722, -00044.702, -00028.502, -524.62
22201, -00002.932, -00045.902, -00028.502, -524.62
22301,  00000.342, -00044.702, -00029.252, -522.73
22401,  00001.362, -00046.052, -00029.552, -525.57
22501, -00001.602, -00046.652, -00029.252, -524.62
22601, -00001.692, -00046.052, -00028.652, -523.67
22701, -00000.312, -00044.552, -00029.852, -522.73
22801, -00000.552, -00045.152, -00028.502, -524.62
22901, -00000.122, -00045.002, -00029.102, -524.62
23001, -00000.292, -00045.152, -00028.502, -522.73
23101, -00001.102, -00045.752, -00029.852, -524.62
23201, -00001.692, -00045.752, -00028.652, -524.62
23301, -00005.192, -00045.452, -00029.702, -522.73
23401, -00001.292, -00044.702, -00028.502, -523.67
23501,  00000.642, -00046.502, -00028.352, -523.67
23601,  00001.182, -00045.302, -00028.352, -523.67
23701, -00000.812, -00045.302, -00029.552, -523.67
23801, -00000.602, -00045.752, -00029.102, -523.67
23901, -00002.742, -00044.552, -00029.102, -524.62
24001,  00000.232, -00045.002, -00029.852, -523.67
24101, -00001.562, -00046.202, -00029.252, -523.67
24201, -00003.962, -00044.552, -00028.652, -523.67
24301, -00000.652, -00045.902, -00028.952, -525.57
24401, -00001.792, -00046.802, -00030.302, -524.62
24501, -00001.532, -00045.152, -00028.502, -523.67
24601, -00002.032, -00045.902, -00028.202, -525.57
24701,  00002.662, -00046.052, -00029.102, -524.62
24801,  00000.022, -00046.802, -00028.352, -523.67
24901, -00001.562, -00046.952, -00028.952, -523.67
25001, -00000.762, -00046.052, -00028.652, -525.57
25101, -00002.772, -00045.302, -00027.602, -523.67
25201,  00002.572, -00045.752, -00026.702, -522.73
25301, -00005.992, -00046.502, -00029.102, -520.83
25401,  00001.212, -00044.552, -00029.102, -517.99
25501, -00000.372, -00046.052, -00028.352, -514.20
25601, -00001.002, -00045.302, -00027.602, -510.42
25701,  00000.042, -00046.202, -00029.252, -507.58
25801, -00002.002, -00045.152, -00028.952, -503.79
25901, -00001.992, -00045.152, -00028.202, -499.05
26001,  00002.142, -00045.752, -00028.652, -495.27
26101,  00008.662, -00046.052, -00027.602, -488.64
26201, -00005.082, -00045.152, -00027.752, -485.80
26301, -00000.272, -00045.902, -00028.202, -483.90
26401, -00000.502, -00047.702, -00029.702, -478.22
26501,  00000.412, -00046.652, -00027.302, -474.43
26601,  00011.152, -00045.752, -00028.652, -467.80
26701,  00004.282, -00046.502, -00028.352, -465.91
26801,  00000.432, -00046.952, -00028.502, -462.12
26901, -00002.942, -00045.452, -00028.502, -456.44
27001, -00002.342, -00045.452, -00029.702, -452.65
27101,  00000.632, -00044.552, -00028.652, -446.97
27201, -00000.552, -00045.452, -00030.152, -443.18
27301,  00001.472, -00044.702, -00028.952, -439.39
27401,  00002.312, -00046.052, -00028.652, -433.71
27501, -00000.782, -00046.202, -00028.952, -430.87
27601, -00003.502, -00045.752, -00027.602, -428.98
27701, -00003.552, -00043.952, -00030.902, -424.24
27801, -00000.042, -00045.302, -00030.302, -426.14
27901,  00002.212, -00045.902, -00028.502, -428.03
28001, -00003.002, -00045.152, -00027.302, -429.92
28101, -00000.372, -00045.902, -00027.752, -432.77
28201, -00000.912, -00046.202, -00028.952, -436.55
28301,  00001.992, -00046.652, -00029.252, -441.29
28401, -00001.442, -00046.052, -00028.652, -442.23
28501, -00002.492, -00045.002, -00028.352, -447.92
28601, -00001.122, -00046.502, -00029.102, -452.65
28701,  00001.252, -00046.202, -00028.202, -455.49
28801, -00000.842, -00046.052, -00028.652, -460.23
28901,  00001.062, -00045.452, -00028.502, -464.02
29001, -00002.982, -00045.452, -00029.252, -468.75
29101, -00002.902, -00046.202, -00027.302, -473.48
29201,  00000.972, -00046.502, -00029.552, -476.33
29301,  00002.272, -00046.502, -00029.552, -482.01
29401,  00000.932, -00046.202, -00027.752, -484.85
29501,  00000.402, -00045.002, -00028.652, -489.58
29601,  00001.442, -00045.452, -00027.002, -494.32
29701,  00003.292, -00047.252, -00028.652, -499.05
29801,  00001.422, -00045.902, -00029.252, -503.79
29901,  00001.672, -00045.752, -00029.552, -505.68
30001, -00000.532, -00047.252, -00029.102, -511.36
30101, -00000.082, -00045.152, -00029.702, -515.15
30201, -00002.582, -00046.202, -00028.952, -518.94
30301,  00000.022, -00045.302, -00028.652, -519.89
30401, -00002.372, -00046.502, -00030.302, -516.56
30501, -00003.362, -00045.452, -00028.202, -520.83
30601, -00001.362, -00046.202, -00027.752, -522.73
30701,  00001.732, -00046.202, -00028.202, -524.62
30801, -00003.372, -00045.002, -00028.352, -522.73
30901, -00002.442, -00045.152, -00028.952, -523.67
31001,  00000.842, -00045.302, -00029.102, -523.67
31101, -00002.902, -00046.202, -00028.202, -524.62
31201,  00000.112, -00045.902, -00029.252, -522.73
31301,  00001.332, -00045.452, -00029.702, -523.67
31401, -00001.602, -00046.502, -00030.602, -524.62
31501,  00002.442, -00045.152, -00029.702, -524.62
31601, -00001.082, -00046.052, -00028.652, -523.67
31701,  00002.512, -00046.952, -00029.252, -524.62
31801,  00002.702, -00045.152, -00029.252, -525.57
31901, -00001.732, -00047.252, -00029.102, -523.67
32001, -00001.312, -00045.152, -00028.952, -523.67
32101, -00001.552, -00046.952, -00030.152, -523.67
32201,  00001.032, -00045.302, -00029.552, -523.67
32301, -00002.792, -00046.052, -00027.902, -524.62
32401, -00002.352, -00046.502, -00030.302, -523.67
32501,  00003.242, -00044.402, -00028.502, -524.62
32601, -00001.502, -00045.452, -00029.702, -524.62
32701,  00001.392, -00045.452, -00029.252, -523.67
32801,  00002.742, -00045.152, -00028.952, -524.62
32901, -00001.802, -00045.452, -00029.252, -524.62
33001,  00000.722, -00044.702, -00028.952, -524.62
33101, -00001.762, -00045.002, -00028.352, -523.67
33201, -00001.962, -00046.052, -00029.552, -524.62
33301, -00000.672, -00045.902, -00029.252, -525.57
33401, -00000.732, -00045.452, -00028.952, -522.73
33501,  00000.042, -00045.302, -00028.652, -523.67
33601, -00000.082, -00046.052, -00029.102, -524.62
33701, -00005.472, -00045.902, -00028.502, -524.62
33801,  00002.192, -00046.202, -00028.202, -523.67
33901, -00000.792, -00045.752, -00030.302, -523.67
34001, -00000.862, -00045.752, -00027.902, -524.62
34101,  00002.042, -00045.452, -00029.702, -523.67
34201,  00005.112, -00046.052, -00029.102, -523.67
34301, -00001.662, -00045.152, -00029.702, -523.67
34401, -00002.092, -00045.002, -00029.552, -524.62
34501,  00005.602, -00045.902, -00031.952, -524.62
34601,  00006.892, -00045.902, -00030.452, -523.67
34701,  00005.142, -00042.902, -00030.902, -522.73
34801,  00004.792, -00042.752, -00031.802, -523.67
34901,  00006.112, -00045.152, -00033.602, -523.67
35001,  00004.502, -00043.952, -00033.602, -523.67
35101,  00011.952, -00045.152, -00034.352, -385.42
35201,  00002.922, -00043.802, -00036.152, -199.81
35301,  00000.342, -00043.052, -00035.702, -96.59
35401, -00002.272, -00045.002, -00034.502, -38.83
35501,  00000.922, -00043.802, -00034.952, -10.42
35601, -00002.412, -00045.152, -00035.552, 2.81
35701,  00000.352, -00043.502, -00035.702, 0.94
35801, -00001.992, -00044.402, -00035.102, 0.00
35901,  00000.212, -00045.302, -00034.952, 0.00
36001, -00003.312, -00043.502, -00034.502, 0.00
36101, -00003.442, -00045.152, -00033.602, 0.00
36201, -00005.132, -00044.702, -00033.902, 0.00
36301, -00004.202, -00045.002, -00032.252, 0.00
36401, -00000.602, -00045.002, -00030.302, 0.00
36501, -00003.662, -00046.052, -00030.602, 0.00
36601, -00000.442, -00044.552, -00029.852, 0.00
36701,  00001.102, -00045.452, -00030.152, 0.00
36801, -00001.522, -00046.502, -00029.852, 0.00
36901,  00003.572, -00045.752, -00029.552, 0.00
37001,  00002.902, -00046.202, -00029.702, 0.00
37101,  00003.542, -00045.002, -00030.302, 0.00
37201, -00001.632, -00046.952, -00030.152, 0.00
37301,  00001.602, -00045.452, -00030.452, 0.00
37401,  00000.402, -00044.252, -00029.552, 0.00
37501,  00003.382, -00044.402, -00030.152, 0.00
37601, -00001.572, -00046.952, -00030.902, 0.00
37701, -00003.502, -00046.502, -00029.552, 0.00
37801, -00000.452, -00045.902, -00030.152, 0.00
37901,  00000.362, -00046.802, -00029.552, 0.00
38001, -00001.122, -00045.752, -00029.852, 0.00
38101, -00000.912, -00045.752, -00031.802, 0.00
38201, -00000.452, -00046.202, -00030.452, 0.00
38301, -00001.502, -00046.202, -00029.702, 0.00
38401,  00001.402, -00046.202, -00029.702, 0.00
38501, -00000.182, -00045.902, -00030.152, 0.00
38601, -00000.792, -00045.752, -00028.652, 0.00
38701, -00001.212, -00046.202, -00030.152, 0.00
38801, -00004.462, -00046.052, -00029.102, 0.00
38901,  00000.642, -00045.452, -00030.152, 0.00
39001, -00001.612, -00046.202, -00029.252, 0.00
39101, -00007.802, -00045.452, -00029.702, 0.00
39201, -00006.912, -00046.202, -00028.502, 0.00
39301, -00000.272, -00045.152, -00031.652, 0.00
39401, -00003.002, -00043.952, -00031.952, 0.00
39501,  00000.862, -00044.552, -00035.702, 0.00
39601,  00001.532, -00043.502, -00035.402, 0.00
39701,  00009.632, -00043.202, -00034.802, 0.00
39801,  00000.912, -00042.902, -00035.102, 0.00
39901, -00009.812, -00043.202, -00035.552, 0.00
time (ms), gyrz (dps), magx (uT), magy (uT), wheel (RPM)
116, -00002.822, -00043.652, -00030.152, 0.00
201, -00046.212, -00042.902, -00028.952, -88.17
301, -00033.772, -00043.952, -00025.352, -215.62
401, -00067.662, -00043.802, -00024.902, -316.29
501, -00101.742, -00039.902, -00022.352, -385.42
601, -00117.242, -00036.902, -00018.452, -432.77
701, -00142.092, -00028.952, -00014.552, -464.96
801, -00148.402, -00023.702, -00012.602, -482.95
901, -00158.592, -00016.802, -00012.002, -498.11
1001, -00162.232, -00009.902, -00014.852, -507.58
1101, -00160.512, -00003.902, -00018.002, -512.31
1201, -00166.662,  00000.752, -00022.502, -517.05
1301, -00168.182,  00002.252, -00027.152, -520.83
1401, -00165.372,  00004.952, -00032.402, -520.83
1501, -00170.652,  00003.452, -00037.502, -522.73
1601, -00168.602,  00001.802, -00043.352, -518.44
1701, -00169.662, -00002.252, -00046.652, -524.62
1801, -00165.862, -00006.752, -00050.552, -524.62
1901, -00166.022, -00013.052, -00053.252, -524.62
2001, -00167.612, -00018.152, -00055.052, -525.57
2101, -00168.022, -00025.502, -00054.452, -524.62
2201, -00165.922, -00032.552, -00054.002, -523.67
2301, -00168.582, -00039.152, -00049.952, -524.62
2401, -00166.252, -00042.752, -00045.452, -524.62
2501, -00165.772, -00043.952, -00039.752, -524.62
2601, -00170.242, -00045.002, -00031.502, -524.62
2701, -00165.402, -00042.452, -00024.602, -526.52
2801, -00165.362, -00038.402, -00018.752, -525.57
2901, -00132.632, -00030.152, -00014.552, -521.78
3001, -00083.022, -00025.052, -00013.952, -519.89
3101, -00006.862, -00023.402, -00013.352, -512.31
3201,  00018.862, -00024.152, -00013.352, -511.36
3301, -00010.012, -00024.452, -00012.152, -517.99
3401,  00001.272, -00024.152, -00012.902, -518.94
3501,  00007.162, -00022.652, -00013.352, -521.78
3601, -00001.912, -00022.652, -00012.602, -521.78
3701, -00003.182, -00022.652, -00011.852, -523.67
3801, -00001.932, -00024.302, -00015.152, -524.62
3901, -00004.432, -00023.252, -00013.202, -524.62
4001, -00006.662, -00023.252, -00012.002, -524.62
4101, -00001.852, -00022.802, -00013.952, -526.52
4201, -00003.632, -00024.152, -00011.852, -526.52
4301, -00000.982, -00022.952, -00012.902, -524.62
4401, -00002.242, -00022.052, -00012.002, -524.62
4501, -00006.342, -00024.452, -00013.352, -525.57
4601, -00004.452, -00024.452, -00014.102, -525.57
4701, -00004.852, -00024.452, -00014.552, -524.62
4801, -00005.182, -00022.952, -00012.602, -524.62
4901, -00005.702, -00025.202, -00012.602, -525.57
5001, -00002.952, -00023.402, -00012.902, -525.57
5101, -00006.102, -00023.252, -00013.202, -523.67
5201, -00004.052, -00024.002, -00014.702, -524.62
5301, -00002.602, -00022.802, -00012.752, -525.57
5401, -00001.422, -00022.502, -00012.452, -523.67
5501, -00004.472, -00021.452, -00013.802, -520.31
5601, -00002.952, -00022.952, -00013.802, -525.57
5701, -00005.112, -00020.702, -00013.802, -526.52
5801, -00004.532, -00020.552, -00013.952, -524.62
5901, -00005.452, -00020.702, -00012.152, -524.62
6001, -00003.692, -00020.402, -00010.952, -525.57
6101, -00003.402, -00020.402, -00012.602, -525.57
6201, -00002.132, -00019.502, -00013.502, -524.62
6301, -00003.022, -00019.802, -00012.452, -526.52
6401, -00004.312, -00021.302, -00013.202, -525.57
6501, -00002.132, -00021.002, -00015.152, -525.57
6601, -00001.122, -00019.052, -00013.202, -524.62
6701, -00003.602, -00021.152, -00014.552, -525.57
6801, -00001.832, -00020.402, -00013.352, -525.57
6901, -00003.892, -00020.702, -00014.852, -525.57
7001, -00005.482, -00020.702, -00013.802, -525.57
7101, -00004.052, -00021.002, -00015.452, -525.57
7201, -00000.102, -00021.302, -00013.202, -526.52
7301, -00001.052, -00020.702, -00012.902, -519.38
7401, -00004.482, -00020.252, -00014.252, -525.57
7501, -00006.112, -00018.902, -00013.802, -524.62
7601, -00002.232, -00018.452, -00013.802, -525.57
7701, -00004.742, -00018.902, -00012.602, -525.57
7801, -00005.032, -00017.552, -00013.502, -524.62
7901, -00003.042, -00017.552, -00013.952, -525.57
8001, -00003.132, -00016.052, -00012.452, -520.31
8101, -00004.412, -00016.502, -00012.752, -524.62
8201, -00004.572, -00017.552, -00012.752, -524.62
8301, -00004.212, -00015.302, -00012.752, -525.57
8401, -00002.662, -00016.202, -00012.902, -525.57
8501, -00002.662, -00017.402, -00012.902, -524.62
8601, -00002.572, -00016.502, -00012.452, -525.57
8701, -00004.472, -00014.702, -00013.802, -526.52
8801, -00003.402, -00016.202, -00014.552, -524.62
8901, -00002.522, -00016.802, -00012.002, -524.62
9001, -00007.142, -00018.302, -00014.252, -525.57
9101, -00003.272, -00016.952, -00015.302, -525.57
9201, -00007.152, -00017.252, -00014.252, -524.62
9301, -00006.982, -00016.502, -00012.752, -525.57
9401, -00005.322, -00017.552, -00014.252, -525.57
9501, -00003.032, -00015.902, -00014.102, -524.62
9601, -00002.262, -00015.452, -00014.102, -524.62
9701, -00003.442, -00015.002, -00013.502, -524.62
9801, -00002.152, -00015.152, -00012.902, -525.57
9901, -00002.112, -00014.402, -00013.802, -526.52
10001, -00003.682, -00012.902, -00013.802, -525.57
10101, -00008.402, -00013.952, -00012.602, -525.57
10201, -00002.342, -00013.052, -00013.502, -526.52
10301, -00005.762, -00012.752, -00013.952, -525.57
10401, -00003.062, -00014.552, -00013.952, -523.67
10501, -00004.432, -00014.252, -00014.252, -525.57
10601, -00004.292, -00012.152, -00012.602, -526.52
10701, -00002.392, -00012.752, -00013.952, -523.67
10801, -00004.442, -00012.002, -00012.452, -525.57
10901, -00002.562, -00013.202, -00013.802, -526.52
11001, -00003.212, -00013.502, -00015.152, -525.57
11101, -00002.312, -00013.202, -00014.552, -524.62
11201, -00005.652, -00014.702, -00014.852, -525.57
11301, -00003.032, -00014.252, -00014.702, -525.57
11401, -00004.082, -00014.402, -00013.352, -525.57
11501, -00003.492, -00013.202, -00014.102, -525.57
11601, -00002.022, -00013.052, -00012.752, -525.57
11701, -00001.432, -00012.752, -00015.152, -525.57
11801, -00000.942, -00012.452, -00013.802, -525.57
11901, -00000.192, -00011.252, -00013.952, -524.62
12001, -00000.962, -00010.802, -00014.252, -525.57
12101, -00001.682, -00010.502, -00015.902, -526.52
12201, -00002.942, -00010.952, -00013.352, -524.62
12301, -00007.152, -00010.652, -00013.802, -526.52
12401, -00006.342, -00010.502, -00014.702, -525.57
12501, -00003.952, -00010.502, -00013.502, -525.57
12601, -00002.292, -00009.752, -00013.502, -524.62
12701, -00002.322, -00010.202, -00014.852, -525.57
12801, -00001.792, -00009.302, -00014.702, -525.57
12901, -00000.732, -00009.752, -00013.952, -526.52
13001, -00002.692, -00010.052, -00013.202, -520.31
13101, -00005.112, -00009.902, -00014.552, -525.57
13201, -00000.232, -00009.752, -00014.252, -521.25
13301,  00001.272, -00010.202, -00014.852, -525.57
13401,  00003.712, -00010.652, -00015.302, -524.62
13501,  00002.762, -00010.802, -00013.952, -525.57
13601,  00003.952, -00010.952, -00014.102, -525.57
13701,  00001.342, -00010.202, -00015.752, -524.62
13801, -00001.322, -00010.202, -00014.102, -525.57
13901,  00000.202, -00009.902, -00014.552, -527.46
14001, -00001.862, -00011.252, -00013.952, -525.57
14101, -00001.992, -00008.552, -00014.252, -525.57
14201, -00003.412, -00010.952, -00015.302, -524.62
14301, -00003.242, -00010.952, -00016.052, -526.52
14401, -00003.342, -00010.502, -00014.702, -526.52
14501, -00002.792, -00010.652, -00013.802, -525.57
14601, -00002.242, -00009.902, -00014.852, -525.57
14701,  00001.372, -00010.502, -00015.452, -526.52
14801,  00000.432, -00009.152, -00015.752, -524.62
14901, -00000.332, -00009.002, -00014.252, -524.62
15001,  00002.602, -00009.752, -00015.152, -521.25
15101, -00000.852, -00009.152, -00013.352, -526.52
15201, -00003.272, -00009.302, -00015.152, -527.46
15301, -00002.782, -00008.252, -00015.902, -530.30
15401, -00005.462, -00010.652, -00013.352, -533.14
15501, -00007.232, -00008.402, -00016.052, -535.04
15601, -00012.082, -00007.652, -00013.802, -540.72
15701, -00010.062, -00007.502, -00015.452, -542.61
15801, -00014.932, -00008.702, -00016.502, -548.30
15901, -00010.102, -00007.952, -00014.102, -550.19
16001, -00007.762, -00007.052, -00015.902, -554.92
16101, -00009.912, -00007.802, -00015.902, -559.66
16201, -00011.552, -00006.752, -00015.452, -564.39
16301, -00014.662, -00005.252, -00017.402, -568.18
16401, -00016.802, -00007.052, -00016.652, -571.97
16501, -00019.502, -00005.252, -00018.152, -576.70
16601, -00023.052, -00004.052, -00017.102, -580.49
16701, -00025.872, -00004.652, -00018.752, -585.23
16801, -00025.342, -00003.752, -00018.602, -589.02
16901, -00029.052, -00002.702, -00019.202, -592.80
17001, -00034.902, -00002.252, -00019.802, -597.54
17101, -00038.472,  00036.902, -00020.102, -601.33
17201, -00037.522, -00000.302, -00023.702, -606.06
17301, -00039.702,  00001.802, -00022.952, -609.85
17401, -00042.272,  00002.252, -00025.202, -613.64
17501, -00043.342,  00001.802, -00025.652, -618.37
17601, -00050.062,  00002.702, -00027.752, -622.16
17701, -00051.432,  00002.402, -00031.202, -623.11
17801, -00050.042,  00004.052, -00031.052, -624.05
17901, -00046.082,  00002.702, -00033.152, -623.11
18001, -00044.792,  00004.652, -00034.802, -620.27
18101, -00039.082,  00004.202, -00035.852, -616.48
18201, -00038.952,  00003.902, -00036.302, -611.74
18301, -00040.762,  00004.502, -00038.402, -611.74
18401, -00034.082,  00003.752, -00038.402, -605.11
18501, -00032.312,  00004.052, -00041.552, -602.27
18601, -00027.812,  00003.152, -00040.952, -598.48
18701, -00027.192,  00001.652, -00042.602, -593.75
18801, -00024.252,  00000.752, -00042.302, -589.02
18901, -00021.922,  00000.302, -00041.552, -586.17
19001, -00018.532,  00001.202, -00044.852, -580.49
19101, -00019.212,  00000.902, -00044.852, -577.65
19201, -00016.862,  00000.152, -00045.302, -571.97
19301, -00013.062, -00002.252, -00045.002, -568.18
19401, -00012.932, -00000.902, -00045.602, -563.45
19501, -00008.302, -00001.052, -00047.402, -558.71
19601, -00004.222, -00001.502, -00045.902, -555.87
19701, -00000.612, -00001.052, -00046.652, -551.14
19801, -00003.332, -00001.952, -00046.802, -547.35
19901,  00002.342, -00001.502, -00046.952, -542.61
20001,  00007.072, -00001.802, -00047.402, -538.83
20101,  00006.762, -00000.302, -00045.902, -533.14
20201,  00006.792, -00001.052, -00045.002, -532.20
20301,  00009.712, -00000.752, -00046.202, -529.36
20401,  00008.032, -00000.902, -00044.852, -527.46
20501,  00012.092, -00000.752, -00045.002, -527.46
20601,  00009.822,  00000.152, -00046.052, -527.46
20701,  00009.882, -00000.752, -00044.252, -527.46
20801,  00009.632,  00000.452, -00043.652, -526.52
20901,  00012.152,  00000.752, -00043.952, -525.57
21001,  00011.742,  00000.902, -00043.352, -526.52
21101,  00008.162,  00001.202, -00042.152, -524.62
21201,  00006.952,  00002.402, -00043.352, -524.62
21301,  00008.222,  00000.452, -00043.352, -525.57
21401,  00008.652,  00000.302, -00043.052, -525.57
21501,  00011.242,  00001.202, -00042.602, -521.25
21601,  00008.712,  00001.202, -00040.352, -525.57
21701,  00009.102,  00002.552, -00042.752, -521.25
21801,  00008.752,  00001.502, -00042.752, -521.25
21901,  00007.982,  00001.802, -00041.102, -525.57
22001,  00011.492,  00002.552, -00040.052, -525.57
22101,  00008.822,  00001.652, -00039.452, -525.57
22201,  00010.832,  00003.152, -00039.002, -526.52
22301,  00010.982,  00002.702, -00039.752, -525.57
22401,  00009.042,  00000.302, -00039.152, -527.46
22501,  00007.752,  00001.952, -00039.002, -526.52
22601,  00011.532,  00001.952, -00038.252, -521.25
22701,  00010.562,  00001.202, -00037.502, -524.62
22801,  00009.232,  00002.702, -00037.802, -525.57
22901,  00009.782,  00003.752, -00036.902, -526.52
23001,  00011.982,  00003.152, -00036.752, -526.52
23101,  00007.642,  00002.552, -00036.152, -524.62
23201,  00008.122,  00003.152, -00036.752, -527.46
23301,  00007.832,  00004.502, -00036.152, -526.52
23401,  00009.502,  00003.902, -00035.552, -525.57
23501,  00010.802,  00004.652, -00034.802, -526.52
23601,  00007.792,  00002.702, -00034.802, -524.62
23701,  00009.452,  00003.152, -00033.602, -526.52
23801,  00009.852,  00004.802, -00034.202, -526.52
23901,  00009.002,  00003.902, -00032.402, -526.52
24001,  00006.402,  00003.902, -00032.402, -527.46
24101,  00009.672,  00004.802, -00032.552, -526.52
