time (ms), gyrz (dps), magx (uT), magy (uT), wheel (RPM)
13501, -00000.632,  00040.352,  00010.052, -518.94
13601, -00002.662,  00039.302,  00011.552, -517.05
13701,  00000.112,  00039.152,  00009.902, -517.99
13801, -00001.622,  00038.702,  00011.102, -512.81
13901,  00000.812,  00041.552,  00012.152, -517.99
14001, -00002.142,  00042.002,  00012.152, -519.89
14101, -00002.282,  00039.452,  00011.852, -517.99
14201, -00003.892,  00042.152,  00011.252, -517.99
14301, -00000.562,  00040.352,  00011.552, -517.05
14401,  00000.392,  00039.302,  00011.252, -517.05
14501, -00000.352,  00040.652,  00012.752, -518.94
14601,  00000.442,  00038.552,  00012.302, -517.99
14701, -00000.822,  00039.302,  00012.752, -518.94
14801,  00000.652,  00040.502,  00009.902, -518.94
14901, -00001.112,  00040.502,  00010.652, -517.99
15001,  00001.622,  00040.352,  00010.502, -517.05
15101,  00000.372,  00039.302,  00010.502, -518.94
15201, -00001.202,  00040.052,  00010.802, -518.94
15301, -00000.672,  00042.152,  00012.302, -522.73
15401,  00000.782,  00040.202,  00011.852, -525.57
15501, -00000.832,  00041.402,  00013.052, -527.46
15601, -00003.192,  00040.202,  00010.352, -533.14
15701, -00001.412,  00040.652,  00011.252, -535.04
15801, -00002.802,  00040.502,  00012.152, -537.88
15901,  00000.412,  00039.302,  00012.752, -542.61
16001, -00000.822,  00039.152,  00011.102, -548.30
16101, -00000.712,  00039.452,  00012.152, -552.08
16201, -00000.822,  00038.702,  00011.102, -554.92
16301, -00001.662,  00039.452,  00008.402, -560.61
16401, -00002.572,  00039.152,  00010.652, -564.39
16501, -00000.712,  00041.552,  00012.152, -567.23
16601, -00001.652,  00040.652,  00010.802, -570.08
16701,  00000.872,  00041.102,  00009.752, -571.02
16801, -00001.172,  00041.552,  00009.902, -576.70
16901, -00002.522,  00039.302,  00009.752, -582.39
17001,  00001.392,  00038.252,  00011.552, -586.17
17101,  00003.922,  00039.602,  00011.252, -590.91
17201,  00000.792,  00038.552,  00011.252, -594.70
17301, -00000.522,  00038.552,  00011.252, -598.48
17401, -00000.182,  00039.152,  00009.602, -604.17
17501,  00000.362,  00038.552,  00011.552, -608.90
17601, -00001.852,  00037.652,  00012.152, -611.74
17701,  00002.612,  00038.552,  00010.502, -615.53
17801,  00000.952,  00038.402,  00010.652, -613.64
17901, -00000.172,  00040.652,  00010.052, -614.58
18001, -00001.692,  00039.902,  00011.852, -611.74
18101, -00000.442,  00037.052,  00010.652, -608.90
18201, -00000.142,  00039.452,  00010.652, -605.11
18301, -00000.252,  00036.602,  00009.602, -602.27
18401, -00001.952,  00039.902,  00011.402, -597.54
18501,  00001.242,  00040.502,  00010.352, -594.70
18601, -00001.782,  00039.002,  00011.252, -589.96
18701,  00000.292,  00039.302,  00011.252, -585.23
18801,  00002.872,  00038.252,  00011.552, -582.39
18901,  00003.532,  00038.702,  00012.152, -576.70
19001, -00003.402,  00039.002,  00010.502, -572.92
19101, -00002.232,  00038.402,  00010.352, -569.13
19201, -00002.882,  00036.752,  00011.252, -564.39
19301,  00000.312,  00039.302,  00010.802, -560.61
19401,  00000.272,  00039.602,  00011.552, -556.82
19501, -00001.922,  00038.402,  00011.402, -553.03
19601, -00001.792,  00037.652,  00011.402, -549.24
19701, -00001.212,  00038.702,  00009.902, -544.51
19801, -00002.592,  00040.652,  00010.502, -539.77
19901, -00001.562,  00038.252,  00010.502, -535.04
20001, -00002.312,  00039.902,  00011.102, -530.30
20101,  00001.672,  00038.552,  00011.552, -525.57
20201, -00000.822,  00039.452,  00011.402, -523.67
20301,  00001.522,  00040.502,  00011.402, -522.73
20401, -00001.502,  00037.802,  00009.752, -516.56
20501, -00001.442,  00039.452,  00012.452, -515.62
20601, -00000.652,  00039.002,  00010.802, -519.89
20701, -00002.252,  00039.452,  00009.902, -513.75
20801, -00001.532,  00039.002,  00012.002, -517.99
20901, -00001.342,  00040.352,  00009.752, -513.75
21001,  00003.052,  00037.502,  00009.302, -514.69
21101, -00000.922,  00038.552,  00011.252, -513.75
21201, -00001.312,  00040.502,  00012.902, -519.89
21301, -00002.012,  00037.502,  00010.802, -518.94
21401, -00002.692,  00039.602,  00012.002, -512.81
21501, -00000.272,  00039.152,  00011.402, -518.94
21601, -00000.112,  00040.202,  00011.402, -518.94
21701, -00001.182,  00038.252,  00012.302, -518.94
21801, -00000.852,  00037.052,  00009.902, -519.89
21901,  00002.052,  00039.602,  00013.052, -514.69
22001, -00000.282,  00037.652,  00010.652, -518.94
22101, -00003.172,  00039.602,  00011.552, -518.94
22201, -00002.292,  00038.702,  00011.852, -517.99
22301,  00000.712,  00039.302,  00011.252, -518.94
22401,  00002.282,  00038.252,  00010.502, -514.69
22501,  00000.152,  00037.652,  00011.102, -519.89
22601,  00002.172,  00039.302,  00010.052, -519.89
22701, -00000.762,  00036.452,  00010.502, -518.94
22801,  00000.602,  00040.352,  00012.302, -517.99
22901, -00002.022,  00039.452,  00011.402, -518.94
23001, -00000.262,  00039.302,  00010.802, -518.94
23101, -00000.822,  00039.452,  00011.852, -514.69
23201,  00002.242,  00038.702,  00009.152, -519.89
23301,  00003.482,  00038.102,  00011.102, -519.89
23401, -00001.372,  00039.152,  00009.902, -518.94
23501,  00000.662,  00039.302,  00010.802, -518.94
23601, -00003.412,  00040.202,  00010.652, -518.94
23701,  00000.582,  00039.902,  00011.102, -518.94
23801,  00001.112,  00038.402,  00012.452, -519.89
23901,  00001.412,  00039.452,  00011.852, -519.89
24001, -00004.142,  00038.702,  00011.102, -519.89
24101,  00001.062,  00037.802,  00010.802, -518.94
24201, -00002.722,  00040.052,  00011.252, -512.81
24301, -00004.882,  00038.552,  00010.052, -518.94
24401,  00001.452,  00039.602,  00012.302, -518.94
24501, -00001.082,  00038.102,  00010.652, -519.89
24601, -00000.532,  00037.652,  00011.102, -519.89
24701,  00000.202,  00039.902,  00012.152, -519.89
24801, -00001.952,  00039.452,  00011.102, -518.94
24901,  00000.632,  00038.402,  00009.602, -517.99
25001,  00000.952,  00038.252,  00011.252, -518.94
25101,  00002.432,  00037.652,  00011.402, -518.94
25201, -00000.442,  00039.602,  00012.002, -517.99
25301, -00001.112,  00040.202,  00009.902, -516.10
25401,  00001.572,  00039.602,  00011.252, -513.26
25501,  00000.632,  00039.302,  00012.002, -507.58
25601, -00001.512,  00039.452,  00010.652, -504.73
25701,  00000.362,  00038.702,  00011.402, -499.05
25801,  00002.262,  00038.402,  00012.452, -498.11
25901,  00002.312,  00041.252,  00012.452, -494.32
26001,  00000.342,  00038.102,  00011.402, -488.64
26101, -00000.122,  00040.052,  00009.302, -483.90
26201, -00002.232,  00037.502,  00011.252, -479.17
26301,  00000.572,  00039.602,  00012.002, -477.27
26401,  00000.762,  00039.602,  00011.552, -473.48
26501, -00001.002,  00038.702,  00011.102, -467.80
26601,  00000.492,  00039.452,  00011.402, -461.17
26701,  00000.482,  00039.002,  00010.052, -458.33
26801, -00002.362,  00038.552,  00011.552, -456.44
26901,  00000.242,  00038.702,  00011.852, -450.76
27001, -00001.512,  00039.152,  00011.852, -444.13
27101,  00000.382,  00038.102,  00010.652, -442.23
27201, -00003.502,  00039.152,  00011.852, -439.39
27301, -00001.112,  00038.552,  00010.502, -432.77
27401,  00000.142,  00037.502,  00009.752, -427.08
27501,  00000.522,  00040.052,  00009.302, -427.08
27601, -00001.232,  00036.602,  00010.352, -421.40
27701, -00000.152,  00038.552,  00010.802, -418.56
27801, -00002.382,  00038.702,  00011.402, -421.40
27901,  00000.852,  00039.602,  00010.052, -422.35
28001,  00001.062,  00039.002,  00010.802, -424.24
28101,  00001.052,  00038.702,  00010.652, -427.08
28201, -00001.212,  00038.402,  00012.452, -432.77
28301,  00000.022,  00037.202,  00012.752, -434.66
28401,  00001.052,  00038.552,  00011.252, -438.45
28501, -00001.552,  00038.252,  00011.552, -443.18
28601, -00002.122,  00037.652,  00009.602, -448.86
28701,  00000.472,  00039.602,  00012.002, -451.70
28801, -00000.962,  00036.602,  00011.102, -455.49
28901, -00003.992,  00039.302,  00012.002, -459.28
29001,  00000.522,  00040.202,  00011.102, -464.96
29101,  00001.212,  00039.002,  00011.552, -467.80
29201, -00002.412,  00041.102,  00010.502, -471.59
29301,  00001.562,  00039.302,  00009.752, -476.33
29401, -00003.272,  00039.002,  00010.502, -482.01
29501,  00001.072,  00038.552,  00012.002, -484.85
29601, -00000.682,  00039.002,  00010.052, -489.58
29701, -00000.342,  00039.602,  00012.302, -492.42
29801,  00000.682,  00039.302,  00012.302, -499.05
29901,  00001.182,  00037.802,  00011.252, -502.84
30001, -00004.152,  00039.152,  00011.852, -506.63
30101,  00001.882,  00039.602,  00011.252, -510.42
30201, -00000.642,  00038.102,  00012.152, -513.26
30301, -00000.082,  00039.602,  00011.552, -514.20
30401, -00000.962,  00039.602,  00010.802, -516.10
30501,  00000.052,  00039.302,  00010.502, -517.99
30601, -00001.302,  00039.152,  00010.652, -518.94
30701, -00000.562,  00038.252,  00010.802, -519.89
30801, -00001.832,  00038.702,  00012.902, -518.94
30901, -00003.762,  00039.302,  00010.802, -518.94
31001, -00000.362,  00041.402,  00012.302, -517.99
31101, -00000.112,  00040.502,  00012.452, -520.83
31201,  00000.242,  00039.902,  00009.602, -519.89
31301, -00000.272,  00039.002,  00012.302, -520.83
31401,  00000.412,  00036.602,  00012.152, -519.89
31501,  00000.862,  00039.152,  00010.652, -519.89
31601,  00000.192,  00039.302,  00012.002, -518.94
31701, -00000.402,  00039.902,  00011.852, -518.94
31801,  00000.502,  00038.402,  00011.852, -519.89
31901, -00002.492,  00039.452,  00010.652, -520.83
32001, -00001.012,  00038.702,  00010.652, -520.83
32101,  00000.562,  00038.252,  00010.502, -514.69
32201, -00002.832,  00039.602,  00012.002, -514.69
32301,  00001.612,  00040.652,  00012.302, -519.89
32401, -00000.772,  00037.652,  00011.852, -518.94
32501, -00002.372,  00039.002,  00010.502, -519.89
32601, -00003.282,  00039.302,  00011.552, -520.83
32701,  00001.112,  00039.602,  00012.752, -520.83
32801, -00001.772,  00038.252,  00012.002, -520.83
32901,  00000.372,  00039.002,  00010.802, -519.89
33001, -00003.732,  00039.302,  00012.752, -518.94
33101, -00003.502,  00039.302,  00011.552, -519.89
33201, -00002.862,  00038.102,  00012.152, -519.89
33301, -00001.722,  00039.302,  00011.252, -520.83
33401, -00001.122,  00039.902,  00010.652, -520.83
33501, -00001.092,  00038.102,  00010.652, -520.83
33601,  00001.192,  00039.602,  00011.552, -519.89
33701, -00000.452,  00039.152,  00012.152, -519.89
33801, -00002.152,  00037.652,  00011.102, -519.89
33901, -00002.562,  00038.552,  00011.252, -519.89
34001, -00001.332,  00039.152,  00011.402, -520.83
34101, -00004.652,  00038.702,  00009.602, -520.83
34201, -00001.612,  00038.702,  00011.852, -520.83
34301, -00004.442,  00040.352,  00010.802, -520.83
34401, -00000.402,  00039.302,  00010.052, -518.94
34501, -00004.312,  00039.602,  00012.752, -519.89
34601, -00001.402,  00039.602,  00011.252, -515.62
34701, -00002.822,  00038.402,  00011.852, -520.83
34801, -00001.312,  00039.152,  00011.402, -520.83
34901, -00000.922,  00038.252,  00010.802, -520.83
35001, -00002.692,  00037.052,  00011.402, -520.83
35101,  00012.182,  00037.802,  00009.752, -373.11
35201, -00000.062,  00038.702,  00009.902, -186.55
35301, -00000.342,  00037.202,  00010.802, -81.56
35401, -00001.732,  00037.652,  00011.102, -29.06
35501, -00000.262,  00037.202,  00011.552, -7.50
35601,  00001.792,  00037.502,  00012.002, 0.00
35701,  00001.312,  00038.552,  00011.552, 0.00
35801, -00001.662,  00036.752,  00010.802, 0.00
35901,  00000.432,  00038.402,  00012.152, 0.00
36001, -00001.082,  00037.652,  00011.102, 0.00
36101,  00001.322,  00036.602,  00011.402, 0.00
36201, -00001.212,  00038.552,  00010.502, 0.00
36301, -00022.982,  00038.402,  00011.102, 0.00
36401, -00042.082,  00037.502,  00011.252, 0.00
36501, -00051.112,  00033.452,  00008.402, 0.00
36601, -00052.502,  00030.902,  00008.402, 0.00
36701, -00038.102,  00030.002,  00008.252, 0.00
36801, -00040.882,  00028.952,  00005.702, 0.00
36901, -00074.022,  00026.702,  00004.352, 0.00
37001, -00067.202,  00022.202,  00003.452, 0.00
37101, -00076.182,  00018.452,  00004.052, 0.00
37201, -00083.612,  00014.252,  00005.552, 0.00
37301, -00081.402,  00012.452,  00007.652, 0.00
37401, -00098.262,  00004.502,  00009.602, 0.00
37501, -00066.002,  00002.552,  00011.552, 0.00
37601, -00051.602,  00001.052,  00015.902, 0.00
37701, -00051.022,  00000.452,  00016.352, 0.00
37801, -00057.152, -00002.102,  00017.402, 0.00
37901, -00029.282, -00003.302,  00020.102, 0.00
38001, -00036.492, -00001.202,  00022.352, 0.00
38101, -00048.102, -00002.402,  00021.452, 0.00
38201, -00046.002, -00002.402,  00022.952, 0.00
38301, -00041.332, -00003.452,  00025.052, 0.00
38401, -00025.692, -00003.152,  00025.502, 0.00
38501, -00029.792, -00003.602,  00027.452, 0.00
38601, -00021.012, -00003.002,  00030.152, 0.00
38701, -00011.532, -00001.202,  00029.702, 0.00
38801,  00006.952, -00000.452,  00030.152, 0.00
38901,  00013.872, -00000.602,  00028.502, 0.00
39001,  00009.242,  00000.152,  00031.202, 0.00
39101,  00005.202, -00001.652,  00028.502, 0.00
39201, -00005.092, -00001.052,  00029.252, 0.00
39301, -00006.152, -00002.102,  00029.852, 0.00
39401, -00006.342, -00003.302,  00028.652, 0.00
39501, -00008.532, -00002.552,  00029.702, 0.00
39601, -00013.892, -00002.552,  00027.902, 0.00
39701, -00015.602, -00000.152,  00028.952, 0.00
39801, -00023.912, -00000.452,  00028.952, 0.00
39901, -00024.772, -00000.152,  00031.652, 0.00
time (ms), gyrz (dps), magx (uT), magy (uT), wheel (RPM)
101,  00003.962, -00001.652,  00015.152, -0.90
201, -00016.472,  00003.902,  00024.752, -93.75
301, -00018.822,  00002.552,  00024.152, -225.94
401, -00006.692,  00004.352,  00022.352, -315.94
501,  00002.432,  00001.952,  00019.802, -373.12
601,  00004.612,  00000.002,  00019.502, -418.56
701, -00000.182,  00000.602,  00019.952, -446.25
801,  00000.662, -00000.152,  00019.352, -466.88
901, -00000.802,  00001.502,  00019.052, -483.90
1001,  00000.152,  00000.452,  00019.352, -489.38
1101,  00000.292,  00000.752,  00019.052, -501.89
1201, -00004.502, -00000.602,  00018.002, -502.50
1301,  00001.572,  00000.752,  00018.602, -504.38
1401,  00002.442,  00000.002,  00018.002, -512.31
1501,  00001.062,  00000.302,  00018.002, -509.06
1601, -00002.722,  00000.302,  00017.402, -510.00
1701, -00000.412,  00000.752,  00016.352, -510.00
1801, -00001.352, -00000.752,  00019.052, -511.88
1901,  00004.782,  00000.452,  00018.302, -517.99
2001, -00001.702, -00000.602,  00018.002, -511.88
2101, -00000.652,  00000.002,  00018.002, -517.05
2201,  00000.482, -00000.152,  00016.802, -512.81
2301,  00000.032,  00001.352,  00020.252, -511.88
2401, -00001.472,  00000.752,  00018.302, -517.99
2501, -00000.792,  00000.152,  00017.102, -513.75
2601,  00002.252,  00002.252,  00019.352, -513.75
2701, -00002.732,  00000.602,  00018.752, -512.81
2801, -00003.032, -00000.152,  00017.852, -513.75
2901,  00004.002,  00000.452,  00017.852, -517.05
3001,  00002.842,  00000.602,  00017.402, -512.81
3101, -00001.022,  00000.002,  00017.702, -512.81
3201, -00002.112,  00000.302,  00019.952, -513.75
3301, -00000.272,  00000.002,  00018.002, -512.81
3401,  00003.532,  00000.152,  00017.852, -514.69
3501, -00003.292, -00000.602,  00018.752, -512.81
3601,  00004.782,  00001.052,  00017.402, -512.81
3701,  00001.372, -00000.152,  00018.602, -512.81
3801,  00000.232,  00000.152,  00018.302, -512.81
3901,  00002.902,  00000.602,  00019.202, -514.69
4001,  00002.592,  00000.452,  00017.852, -513.75
4101, -00002.162, -00000.302,  00018.002, -517.99
4201, -00000.742,  00001.052,  00016.652, -512.81
4301, -00001.432, -00000.302,  00017.702, -512.81
4401, -00000.492, -00000.152,  00020.102, -513.75
4501,  00000.402,  00001.352,  00018.002, -512.81
4601,  00003.132,  00001.502,  00017.852, -513.75
4701,  00004.082,  00000.602,  00017.702, -513.75
4801,  00002.562, -00000.152,  00016.352, -518.94
4901, -00000.762,  00000.002,  00016.952, -512.81
5001,  00000.832, -00001.052,  00016.652, -512.81
5101,  00001.712, -00000.452,  00017.852, -513.75
5201,  00002.652,  00001.952,  00017.852, -513.75
5301,  00002.112,  00000.602,  00015.452, -513.75
5401, -00000.392,  00000.152,  00018.602, -514.69
5501,  00003.052,  00000.602,  00016.652, -512.81
5601,  00003.092, -00000.752,  00017.102, -512.81
5701,  00001.202,  00001.352,  00017.402, -512.81
5801, -00001.852,  00000.452,  00017.552, -512.81
5901,  00000.822,  00000.302,  00016.952, -513.75
6001,  00000.242, -00001.952,  00017.852, -514.69
6101, -00002.772,  00000.152,  00017.102, -513.75
6201,  00001.332, -00000.452,  00016.802, -513.75
6301,  00003.222, -00001.052,  00015.452, -512.81
6401,  00001.272,  00000.302,  00016.202, -512.81
6501, -00002.522,  00001.052,  00016.652, -513.75
6601, -00003.832,  00000.152,  00017.852, -512.81
6701, -00003.642,  00000.152,  00016.802, -519.89
6801, -00002.582, -00002.252,  00016.802, -513.75
6901, -00001.782,  00000.452,  00017.102, -512.81
7001, -00000.482, -00000.452,  00016.052, -511.88
7101,  00000.402,  00001.202,  00017.852, -518.94
7201,  00001.182,  00000.302,  00017.702, -512.81
7301, -00000.702, -00000.452,  00016.352, -513.75
7401,  00003.162,  00000.002,  00018.752, -512.81
7501, -00001.622,  00000.452,  00017.102, -513.75
7601, -00001.312, -00000.152,  00016.802, -513.75
7701,  00000.562,  00000.452,  00016.802, -512.81
7801,  00000.822, -00000.152,  00016.802, -512.81
7901, -00002.012,  00000.452,  00017.852, -512.81
8001, -00001.922, -00000.302,  00018.002, -513.75
8101, -00001.242,  00001.052,  00019.202, -513.75
8201, -00002.822,  00001.502,  00018.302, -513.75
8301,  00001.112, -00000.602,  00016.952, -512.81
8401,  00001.802,  00000.302,  00017.402, -512.81
8501,  00001.452,  00000.152,  00016.802, -512.81
8601, -00000.312, -00001.502,  00015.302, -513.75
8701, -00001.982, -00000.302,  00017.402, -512.81
8801,  00000.942,  00000.602,  00018.452, -514.69
8901,  00000.062, -00000.152,  00016.352, -513.75
9001,  00001.222,  00001.052,  00018.002, -512.81
9101,  00002.292,  00000.452,  00017.552, -511.88
9201, -00001.252, -00000.302,  00016.952, -517.99
9301,  00000.472,  00000.152,  00016.802, -513.75
9401,  00000.562,  00000.602,  00016.652, -512.81
9501, -00001.212,  00000.752,  00017.102, -514.69
9601, -00000.862,  00000.302,  00017.402, -512.81
9701, -00000.052,  00000.152,  00018.602, -513.75
9801,  00001.772, -00000.152,  00018.602, -511.88
9901,  00000.212,  00000.152,  00017.852, -517.99
10001, -00000.502,  00000.602,  00017.402, -513.75
10101, -00001.872,  00000.602,  00015.902, -513.75
10201, -00004.402,  00000.602,  00017.702, -513.75
10301, -00001.022,  00000.302,  00018.002, -518.94
10401, -00001.672, -00000.152,  00016.352, -513.75
10501,  00000.842, -00000.302,  00016.652, -517.05
10601, -00000.022, -00002.102,  00016.652, -512.81
10701, -00000.072,  00000.152,  00017.552, -512.81
10801,  00000.882, -00000.752,  00018.302, -513.75
10901, -00001.212, -00000.152,  00017.552, -513.75
11001,  00001.872,  00002.102,  00018.002, -513.75
11101,  00002.992, -00000.302,  00017.402, -512.81
11201,  00000.622,  00001.502,  00017.102, -512.81
11301,  00001.762,  00000.302,  00015.452, -512.81
11401, -00002.642,  00000.152,  00016.802, -512.81
11501, -00002.952, -00000.452,  00017.102, -518.94
11601, -00001.372, -00000.302,  00017.402, -513.75
11701, -00000.182,  00000.452,  00017.852, -513.75
11801,  00003.152,  00000.452,  00017.102, -518.94
11901, -00001.312,  00000.602,  00018.752, -512.81
12001, -00002.592,  00000.602,  00017.702, -512.81
12101,  00001.592,  00000.002,  00016.202, -512.81
12201, -00002.342,  00001.052,  00017.702, -514.69
12301, -00000.502,  00000.152,  00016.802, -513.75
12401, -00004.052,  00000.452,  00017.102, -513.75
12501,  00002.252, -00000.302,  00017.702, -512.81
12601,  00000.072,  00000.752,  00016.802, -517.99
12701,  00001.352, -00000.152,  00017.102, -513.75
12801, -00000.672,  00000.452,  00016.802, -518.94
12901, -00003.422,  00001.652,  00018.002, -513.75
13001, -00000.802, -00001.652,  00015.902, -514.69
13101, -00000.532,  00000.302,  00018.002, -513.75
13201, -00000.712,  00000.152,  00017.552, -513.75
13301,  00001.572,  00000.452,  00015.602, -512.81
13401, -00000.092, -00000.452,  00016.352, -513.75
13501, -00000.632, -00000.152,  00016.052, -513.75
13601, -00000.742,  00001.202,  00016.802, -519.89
13701, -00000.392,  00000.302,  00016.952, -513.75
13801, -00005.392,  00000.002,  00016.952, -513.75
13901, -00001.292,  00000.152,  00016.802, -513.75
14001,  00001.412, -00000.152,  00016.802, -513.75
14101, -00000.132,  00000.452,  00017.102, -512.81
14201, -00001.642,  00002.252,  00016.802, -513.75
14301, -00001.532,  00000.302,  00017.702, -519.89
14401, -00001.622,  00001.952,  00017.852, -514.69
14501, -00001.792,  00000.152,  00016.352, -513.75
14601,  00001.652, -00000.452,  00018.302, -513.75
14701, -00000.862, -00000.602,  00017.702, -512.81
14801, -00000.992,  00000.752,  00016.802, -513.75
14901, -00003.542, -00000.602,  00016.652, -513.75
15001, -00003.762, -00000.452,  00019.352, -514.69
15101, -00002.112,  00000.752,  00017.102, -519.89
15201, -00002.312,  00002.102,  00018.452, -520.83
15301, -00002.542, -00000.452,  00019.352, -523.67
15401, -00005.482,  00001.202,  00017.102, -524.62
15501, -00006.062,  00000.002,  00018.002, -528.41
15601, -00000.432, -00001.202,  00019.352, -527.81
15701,  00000.082,  00000.452,  00017.852, -535.98
15801, -00005.952, -00000.452,  00019.052, -540.72
15901, -00002.982, -00001.652,  00019.202, -544.51
16001, -00006.482, -00000.302,  00019.202, -549.24
16101, -00010.072,  00000.452,  00019.802, -553.03
16201, -00014.142, -00001.952,  00020.552, -556.82
16301, -00017.752,  00001.202,  00021.152, -559.66
16401, -00016.022,  00001.502,  00022.352, -564.39
16501, -00025.192, -00001.052,  00022.202, -570.08
16601, -00027.682, -00003.452,  00024.752, -573.86
16701, -00028.172, -00000.602,  00025.052, -577.65
16801, -00031.702, -00000.752,  00025.652, -582.39
16901, -00039.322, -00002.852,  00028.052, -587.12
17001, -00036.492,  00000.152,  00028.652, -589.96
17101, -00045.342,  00000.302,  00030.602, -594.70
17201, -00041.722, -00000.602,  00031.802, -599.43
17301, -00050.662,  00000.452,  00035.252, -603.22
17401, -00048.352,  00003.152,  00036.602, -607.01
17501, -00052.302,  00001.502,  00037.952, -610.80
17601, -00058.792,  00004.802,  00040.052, -616.48
17701, -00059.072,  00007.652,  00042.302, -615.53
17801, -00059.372,  00007.802,  00041.702, -617.42
17901, -00056.612,  00008.852,  00045.902, -615.53
18001, -00054.212,  00012.602,  00046.352, -611.74
18101, -00052.202,  00014.402,  00047.852, -608.90
18201, -00048.192,  00015.752,  00049.802, -606.06
18301, -00044.892,  00019.052,  00047.552, -601.33
18401, -00040.052,  00020.702,  00050.102, -597.54
18501, -00038.182,  00022.952,  00051.602, -593.75
18601, -00031.922,  00025.052,  00051.152, -589.02
18701, -00032.342,  00026.702,  00051.002, -585.23
18801, -00029.952,  00027.902,  00050.102, -580.49
18901, -00024.912,  00030.002,  00051.152, -577.65
19001, -00024.612,  00030.602,  00050.702, -572.92
19101, -00019.832,  00030.752,  00049.352, -569.13
19201, -00015.622,  00032.852,  00050.852, -564.39
19301, -00021.062,  00033.602,  00050.852, -559.66
19401, -00007.562,  00034.202,  00049.202, -554.92
19501, -00009.852,  00033.602,  00050.402, -551.14
19601, -00006.422,  00036.152,  00050.852, -546.40
19701,  00000.732,  00033.602,  00049.802, -541.67
19801, -00002.802,  00035.402,  00050.852, -538.83
19901,  00004.092,  00034.502,  00050.252, -534.09
20001,  00008.822,  00033.452,  00049.952, -531.25
20101,  00012.962,  00034.802,  00049.502, -526.52
20201,  00010.372,  00034.952,  00050.852, -523.67
20301,  00011.182,  00031.052,  00050.102, -521.78
20401,  00008.762,  00033.302,  00051.152, -519.89
20501,  00013.922,  00031.502,  00049.352, -519.89
20601,  00009.292,  00031.502,  00050.102, -518.94
20701,  00013.442,  00030.602,  00049.502, -519.89
20801,  00009.122,  00030.002,  00050.852, -520.83
20901,  00014.002,  00028.502,  00050.252, -518.94
21001,  00011.512,  00028.652,  00049.352, -519.89
21101,  00013.772,  00028.952,  00051.902, -518.94
21201,  00014.392,  00026.252,  00050.252, -517.99
21301,  00014.662,  00024.152,  00050.702, -518.94
21401,  00012.142,  00025.802,  00050.852, -519.89
21501,  00016.612,  00025.652,  00051.452, -520.83
21601,  00013.732,  00022.952,  00049.802, -518.94
21701,  00012.812,  00024.902,  00048.002, -519.89
21801,  00013.842,  00023.552,  00050.102, -518.94
21901,  00014.302,  00022.052,  00048.002, -517.99
22001,  00010.692,  00022.202,  00048.602, -519.89
22101,  00010.752,  00021.452,  00049.352, -519.89
22201,  00011.292,  00021.302,  00048.002, -519.89
22301,  00010.782,  00019.652,  00048.602, -519.89
22401,  00012.342,  00019.352,  00048.302, -519.89
22501,  00011.412,  00018.152,  00048.002, -518.94
22601,  00011.922,  00016.502,  00049.352, -519.89
22701,  00009.992,  00018.152,  00047.402, -518.94
22801,  00010.242,  00016.652,  00048.002, -519.89
22901,  00008.022,  00017.102,  00046.652, -519.89
23001,  00009.262,  00016.352,  00048.752, -520.83
23101,  00013.572,  00014.252,  00047.402, -519.89
23201,  00013.172,  00014.852,  00047.402, -518.94
23301,  00011.062,  00015.452,  00046.352, -518.94
23401,  00008.252,  00012.602,  00047.102, -518.94
23501,  00007.822,  00012.902,  00046.802, -519.89
23601,  00011.272,  00013.052,  00045.902, -520.83
23701,  00008.142,  00011.402,  00045.902, -519.89
23801,  00011.922,  00009.902,  00045.902, -519.89
23901,  00012.162,  00010.652,  00044.402, -518.94
24001,  00010.472,  00008.852,  00043.952, -518.94
24101,  00011.732,  00008.102,  00046.202, -519.89
24201,  00011.522,  00011.102,  00044.852, -519.89
24301,  00013.532,  00010.052,  00043.502, -520.83
24401,  00012.582,  00009.002,  00044.252, -519.89
24501,  00012.532,  00009.002,  00043.802, -519.89
24601,  00009.052,  00007.352,  00042.152, -518.94
24701,  00010.362,  00007.802,  00042.452, -519.89
24801,  00008.122,  00007.352,  00042.152, -518.94
24901,  00010.042,  00008.552,  00041.702, -515.62
25001,  00008.992,  00006.302,  00041.402, -520.83
25101,  00010.442,  00004.052,  00041.252, -520.83
25201,  00011.032,  00005.102,  00039.752, -517.05
25301,  00012.982,  00004.202,  00040.352, -514.20
25401,  00017.822,  00003.152,  00039.602, -512.31
25501,  00016.982,  00004.352,  00039.002, -507.58
25601,  00020.312,  00003.002,  00039.002, -504.73
25701,  00026.242,  00003.152,  00037.652, -500.95
25801,  00028.342,  00001.502,  00036.002, -496.21
25901,  00030.912,  00001.352,  00035.552, -492.42
26001,  00039.352,  00000.602,  00034.802, -487.69
26101,  00035.952, -00000.302,  00032.102, -484.85
26201,  00039.492, -00000.752,  00031.652, -481.06
26301,  00044.652, -00000.152,  00029.702, -476.33
26401,  00045.922, -00001.052,  00028.502, -469.70
26501,  00047.772, -00000.752,  00026.102, -465.91
26601,  00051.622, -00001.052,  00025.052, -463.07
26701,  00052.332, -00000.752,  00020.552, -458.33
26801,  00059.502, -00000.152,  00019.802, -452.65
26901,  00061.602, -00000.452,  00017.552, -447.92
27001,  00063.542,  00001.052,  00014.702, -446.97
27101,  00068.792,  00003.152,  00011.402, -440.34
