time (ms), gyrz (dps), magx (uT), magy (uT), wheel (RPM)
27201,  00069.162,  00006.902,  00008.702, -435.61
27301,  00068.672,  00007.952,  00007.202, -430.87
27401,  00077.012,  00010.052,  00005.252, -429.92
27501,  00080.052,  00013.652,  00003.452, -423.30
27601,  00078.652,  00017.552,  00001.952, -419.51
27701,  00078.692,  00022.802,  00001.802, -419.51
27801,  00080.442,  00025.802,  00002.402, -420.45
27901,  00077.852,  00030.452,  00001.952, -420.45
28001,  00068.852,  00033.602,  00001.952, -424.24
28101,  00071.572,  00037.802,  00001.652, -428.98
28201,  00070.262,  00041.552,  00003.302, -429.92
28301,  00068.852,  00043.352,  00006.152, -435.61
28401,  00064.092,  00048.002,  00006.902, -440.34
28501,  00061.322,  00049.952,  00009.752, -442.23
28601,  00055.082,  00051.902,  00012.452, -446.02
28701,  00053.832,  00054.452,  00013.952, -451.70
28801,  00051.692,  00056.402,  00015.602, -457.39
28901,  00050.892,  00054.602,  00017.852, -460.23
29001,  00047.372,  00057.752,  00020.552, -463.07
29101,  00040.522,  00058.952,  00021.152, -468.75
29201,  00037.442,  00060.002,  00021.902, -473.48
29301,  00031.412,  00059.252,  00025.652, -477.27
29401,  00035.582,  00056.702,  00026.102, -482.01
29501,  00026.052,  00058.352,  00028.802, -484.85
29601,  00023.172,  00057.752,  00028.652, -490.53
29701,  00023.702,  00057.752,  00030.902, -495.27
29801,  00014.442,  00057.452,  00029.402, -499.05
29901,  00016.532,  00056.552,  00032.552, -503.79
30001,  00016.972,  00056.552,  00031.352, -505.68
30101,  00008.152,  00056.252,  00032.102, -511.36
30201,  00009.062,  00055.652,  00032.402, -514.20
30301,  00009.472,  00057.602,  00034.052, -516.10
30401,  00005.192,  00057.002,  00032.102, -517.99
30501,  00005.972,  00055.502,  00033.302, -517.99
30601,  00006.982,  00056.252,  00035.552, -517.05
30701,  00003.552,  00055.652,  00035.252, -518.94
30801,  00002.432,  00055.502,  00034.352, -518.94
30901,  00003.242,  00055.802,  00035.852, -518.94
31001,  00004.152,  00055.202,  00036.152, -520.83
31101,  00004.532,  00057.302,  00034.052, -519.89
31201,  00005.372,  00056.702,  00037.202, -519.89
31301,  00005.912,  00055.652,  00035.702, -518.94
31401,  00002.562,  00055.202,  00034.352, -519.89
31501,  00003.542,  00056.552,  00038.102, -519.89
31601,  00001.832,  00055.202,  00036.152, -519.89
31701, -00000.092,  00057.152,  00036.452, -520.83
31801,  00004.402,  00055.652,  00035.252, -520.83
31901,  00003.972,  00056.252,  00035.552, -519.89
32001,  00000.282,  00054.902,  00034.502, -518.94
32101,  00000.022,  00055.352,  00036.002, -519.89
32201, -00001.432,  00055.802,  00037.652, -519.89
32301,  00001.082,  00055.352,  00036.752, -519.89
32401, -00003.472,  00055.502,  00036.602, -520.83
32501,  00000.102,  00055.652,  00036.452, -520.83
32601,  00001.642,  00054.752,  00036.902, -520.83
32701,  00002.092,  00055.352,  00037.202, -518.94
32801,  00002.212,  00055.802,  00037.352, -518.94
32901,  00000.062,  00055.202,  00037.652, -519.89
33001, -00001.332,  00054.902,  00036.002, -514.69
33101, -00005.292,  00055.802,  00036.602, -521.78
33201, -00002.592,  00055.352,  00037.502, -519.89
33301,  00000.802,  00055.352,  00037.202, -515.62
33401,  00003.922,  00056.702,  00037.202, -518.94
33501, -00001.972,  00057.152,  00038.552, -514.69
33601,  00001.262,  00054.752,  00036.602, -519.89
33701, -00001.772,  00055.652,  00036.752, -515.62
33801, -00001.312,  00055.652,  00036.002, -520.83
33901, -00003.752,  00054.902,  00036.002, -520.83
34001, -00001.472,  00054.902,  00036.002, -520.83
34101, -00002.932,  00056.402,  00037.952, -519.89
34201, -00002.232,  00055.802,  00034.802, -518.94
34301, -00003.192,  00055.802,  00037.352, -519.89
34401, -00003.532,  00056.252,  00036.602, -520.83
34501, -00004.922,  00056.402,  00036.002, -520.83
34601, -00003.412,  00056.102,  00037.502, -520.83
34701, -00006.182,  00057.152,  00035.252, -520.83
34801,  00002.712,  00055.652,  00036.452, -519.89
34901, -00002.012,  00055.652,  00037.202, -518.94
35001, -00004.062,  00055.352,  00036.452, -519.89
35101,  00185.332,  00050.852,  00038.402, -363.64
35201,  00250.132,  00044.252,  00043.802, -163.83
35301,  00250.132,  00028.202,  00049.352, -67.23
35401,  00250.132,  00012.152,  00045.302, -20.83
35501,  00250.132, -00000.452,  00033.002, 0.95
35601,  00250.132, -00002.552,  00017.102, 1.88
35701,  00250.132,  00005.252,  00004.802, 0.00
35801,  00250.132,  00024.302, -00000.902, 0.00
35901,  00250.132,  00042.752,  00005.552, 0.00
36001,  00250.132,  00053.552,  00017.102, 0.00
36101,  00250.132,  00054.752,  00031.802, 0.00
36201,  00250.132,  00046.802,  00044.252, 0.00
36301,  00250.132,  00027.752,  00048.752, 0.00
36401,  00250.132,  00009.302,  00045.302, 0.00
36501,  00250.132, -00000.152,  00031.202, 0.00
36601,  00250.132, -00003.902,  00018.002, 0.00
36701,  00250.132,  00008.552,  00005.102, 0.00
36801,  00250.132,  00025.952,  00000.002, 0.00
36901,  00250.132,  00043.802,  00004.352, 0.00
37001,  00250.132,  00054.602,  00017.102, 0.00
37101,  00250.132,  00054.902,  00030.152, 0.00
37201,  00250.132,  00044.102,  00043.952, 0.00
37301,  00250.132,  00028.652,  00048.602, 0.00
37401,  00250.132,  00011.102,  00044.852, -0.94
37501,  00204.542,  00001.202,  00036.002, 0.00
37601,  00162.802, -00001.652,  00029.252, 0.00
37701,  00086.922, -00003.152,  00022.952, 0.00
37801,  00012.462, -00003.302,  00021.152, 0.00
37901, -00003.332, -00003.302,  00022.352, 0.94
38001, -00004.532, -00002.402,  00021.002, 0.00
38101, -00010.002, -00002.252,  00022.352, 0.00
38201, -00006.252, -00003.902,  00021.452, 0.00
38301, -00008.002, -00002.102,  00021.752, 0.00
38401, -00010.902, -00001.952,  00021.602, 0.00
38501, -00007.722, -00001.502,  00023.102, 0.00
38601, -00005.632, -00003.902,  00022.952, 0.00
38701, -00007.242, -00003.602,  00022.352, 0.00
38801, -00007.302, -00002.252,  00023.102, 0.00
38901, -00004.682, -00003.002,  00024.602, 0.00
39001, -00003.952, -00002.552,  00022.652, 0.00
39101, -00005.722, -00003.602,  00023.852, 0.00
39201, -00004.582, -00002.252,  00024.902, 0.00
39301, -00004.382, -00003.002,  00024.902, 0.00
39401, -00009.092, -00002.552,  00023.852, 0.00
39501, -00009.442, -00003.302,  00024.602, 0.00
39601, -00009.402, -00002.402,  00025.052, 0.00
39701, -00011.052, -00002.852,  00025.502, 0.00
39801, -00008.972, -00001.652,  00027.002, 0.00
39901, -00009.792, -00002.402,  00027.302, 0.00
time (ms), gyrz (dps), magx (uT), magy (uT), wheel (RPM)
101,  00000.002,  00054.602,  00033.452, 0.00
201, -00001.022,  00060.902,  00041.702, -92.80
301, -00001.232,  00061.202,  00038.852, -226.88
401, -00000.342,  00061.052,  00036.452, -319.13
501, -00002.612,  00059.402,  00036.602, -381.63
601, -00000.542,  00058.352,  00034.802, -420.00
701,  00002.682,  00058.202,  00034.952, -448.12
801,  00000.062,  00058.352,  00034.352, -472.54
901,  00001.792,  00057.452,  00035.252, -481.88
1001,  00000.632,  00059.552,  00034.502, -498.11
1101,  00001.292,  00057.002,  00034.052, -504.73
1201, -00001.632,  00056.702,  00034.952, -502.50
1301, -00002.742,  00057.302,  00034.052, -511.36
1401, -00002.812,  00057.452,  00035.252, -515.15
1501,  00000.292,  00055.502,  00034.802, -516.10
1601,  00001.742,  00058.202,  00034.202, -517.05
1701, -00003.422,  00057.302,  00032.852, -518.94
1801, -00000.982,  00057.302,  00034.052, -517.99
1901, -00000.452,  00056.402,  00034.502, -513.75
2001, -00000.632,  00056.552,  00033.602, -517.99
2101, -00002.792,  00057.002,  00034.052, -519.89
2201, -00001.902,  00058.502,  00034.202, -514.69
2301,  00001.512,  00057.452,  00033.002, -520.83
2401, -00001.362,  00057.002,  00035.102, -519.89
2501,  00002.202,  00057.152,  00033.752, -514.69
2601, -00001.152,  00057.152,  00034.502, -518.94
2701, -00001.032,  00056.402,  00036.002, -519.89
2801, -00000.362,  00056.252,  00035.852, -519.89
2901, -00000.442,  00056.252,  00034.802, -520.83
3001,  00002.852,  00056.552,  00034.352, -520.83
3101, -00005.182,  00056.702,  00034.202, -519.89
3201,  00000.562,  00058.202,  00032.702, -519.89
3301, -00000.562,  00058.352,  00035.102, -519.89
3401, -00001.312,  00056.552,  00035.102, -518.94
3501, -00000.692,  00057.302,  00034.052, -520.83
3601, -00002.082,  00056.702,  00034.502, -520.83
3701, -00001.642,  00057.752,  00033.452, -520.83
3801, -00000.042,  00058.202,  00034.952, -519.89
3901,  00000.052,  00055.802,  00033.602, -519.89
4001, -00000.952,  00057.152,  00034.502, -519.89
4101,  00000.402,  00057.602,  00034.802, -519.89
4201, -00001.122,  00056.552,  00034.802, -519.89
4301,  00000.402,  00055.202,  00035.102, -520.83
4401, -00003.192,  00057.302,  00034.802, -520.83
4501,  00002.982,  00055.802,  00034.052, -520.83
4601, -00000.432,  00058.202,  00034.502, -520.83
4701, -00000.892,  00058.502,  00034.502, -518.94
4801, -00000.212,  00057.452,  00034.202, -519.89
4901, -00000.982,  00058.352,  00035.552, -520.83
5001,  00002.512,  00058.502,  00033.452, -520.83
5101, -00002.062,  00057.152,  00033.752, -520.83
5201, -00002.272,  00056.702,  00034.502, -520.83
5301,  00000.302,  00057.152,  00034.502, -519.89
5401,  00000.882,  00055.202,  00034.052, -519.89
5501, -00000.812,  00057.152,  00035.702, -519.89
5601, -00001.422,  00057.302,  00032.852, -520.83
5701, -00001.822,  00057.002,  00034.352, -520.83
5801, -00003.472,  00058.502,  00034.502, -520.83
5901,  00001.602,  00056.702,  00036.002, -520.83
6001,  00000.452,  00056.402,  00033.002, -519.89
6101, -00000.332,  00055.802,  00034.052, -519.89
6201, -00000.282,  00056.552,  00035.102, -515.62
6301,  00001.542,  00057.602,  00035.102, -519.89
6401,  00000.922,  00055.352,  00034.202, -520.83
6501, -00000.142,  00057.602,  00035.102, -515.62
6601,  00002.572,  00057.452,  00033.752, -520.83
6701, -00000.952,  00058.652,  00034.052, -520.83
6801, -00000.222,  00056.252,  00034.802, -519.89
6901, -00002.502,  00058.052,  00034.352, -519.89
7001, -00000.312,  00058.202,  00033.452, -519.89
7101,  00001.182,  00056.552,  00033.602, -520.83
7201, -00000.642,  00057.152,  00035.702, -521.78
7301, -00000.502,  00059.252,  00034.202, -520.83
7401, -00001.892,  00057.152,  00034.202, -520.83
7501,  00000.642,  00058.352,  00034.052, -519.89
7601,  00000.632,  00057.452,  00035.252, -519.89
7701,  00000.792,  00057.002,  00034.352, -519.89
7801, -00000.792,  00056.552,  00036.152, -520.83
7901, -00002.422,  00058.202,  00033.752, -520.83
8001, -00002.562,  00057.152,  00033.002, -520.83
8101, -00001.312,  00057.302,  00036.602, -520.83
8201, -00000.062,  00057.752,  00033.752, -519.89
8301, -00001.172,  00056.402,  00034.502, -514.69
8401,  00002.662,  00057.302,  00033.602, -520.83
8501, -00000.672,  00056.702,  00034.502, -519.89
8601,  00003.382,  00056.702,  00034.502, -521.78
8701,  00000.662,  00057.152,  00034.952, -520.83
8801, -00000.732,  00058.202,  00033.752, -520.83
8901, -00000.022,  00057.302,  00034.052, -519.89
9001,  00001.852,  00057.452,  00034.502, -519.89
9101, -00002.482,  00057.752,  00033.452, -520.83
9201, -00002.302,  00057.302,  00036.152, -520.83
9301,  00002.372,  00057.002,  00033.602, -520.83
9401,  00001.632,  00058.952,  00034.202, -520.83
9501, -00001.432,  00057.302,  00034.352, -520.83
9601,  00001.452,  00056.252,  00033.602, -519.89
9701,  00002.762,  00058.202,  00035.252, -519.89
9801, -00002.562,  00058.202,  00033.752, -520.83
9901, -00002.262,  00056.702,  00033.452, -520.83
10001, -00007.402,  00057.152,  00033.752, -520.83
10101, -00000.282,  00057.452,  00034.202, -521.78
10201, -00001.322,  00054.902,  00034.202, -520.83
10301, -00000.982,  00057.152,  00033.002, -519.89
10401, -00000.462,  00057.452,  00034.202, -520.83
10501, -00000.942,  00055.802,  00033.302, -519.89
10601,  00000.902,  00056.552,  00035.852, -520.83
10701, -00000.102,  00058.352,  00034.352, -520.83
10801,  00001.182,  00056.552,  00034.052, -521.78
10901, -00003.412,  00058.352,  00033.602, -520.83
11001,  00004.782,  00056.702,  00034.202, -519.89
11101,  00003.422,  00055.202,  00033.602, -519.89
11201, -00002.602,  00056.702,  00033.752, -520.83
11301,  00000.362,  00056.552,  00034.352, -520.83
11401, -00002.212,  00056.552,  00034.052, -520.83
11501, -00001.742,  00057.152,  00035.252, -521.78
11601, -00000.592,  00057.002,  00034.802, -520.83
11701,  00001.482,  00058.202,  00034.502, -519.89
11801,  00000.592,  00055.802,  00035.102, -519.89
11901, -00001.762,  00057.752,  00034.952, -520.83
12001,  00000.332,  00057.752,  00035.702, -519.89
12101,  00001.112,  00056.552,  00035.552, -521.78
12201,  00000.332,  00056.552,  00035.102, -521.78
12301,  00000.312,  00055.802,  00034.352, -520.83
12401, -00001.702,  00056.102,  00034.502, -519.89
12501, -00003.352,  00058.052,  00033.302, -519.89
12601, -00003.922,  00057.302,  00034.052, -520.83
12701, -00001.442,  00058.952,  00033.002, -519.89
12801, -00001.912,  00058.652,  00035.102, -521.78
12901, -00002.222,  00056.702,  00033.452, -521.78
13001, -00001.652,  00055.802,  00034.802, -520.83
13101,  00002.332,  00057.002,  00034.352, -520.83
13201,  00000.102,  00056.702,  00036.452, -519.89
13301, -00000.032,  00056.402,  00033.752, -515.62
13401, -00005.372,  00057.452,  00033.752, -520.83
13501,  00000.502,  00056.252,  00033.602, -520.83
13601, -00000.602,  00055.502,  00034.802, -521.78
13701,  00000.362,  00056.702,  00034.502, -520.83
13801,  00000.292,  00057.452,  00034.952, -520.83
13901,  00000.672,  00056.702,  00034.202, -520.83
14001,  00000.692,  00057.302,  00035.102, -519.89
14101, -00000.692,  00058.352,  00035.852, -520.83
14201,  00000.792,  00057.152,  00032.402, -521.78
14301, -00000.132,  00057.602,  00034.802, -520.83
14401,  00000.512,  00057.752,  00035.252, -520.83
14501, -00001.642,  00057.152,  00034.502, -521.78
14601, -00002.812,  00056.102,  00033.002, -519.89
14701, -00002.692,  00057.452,  00034.502, -520.83
14801, -00000.882,  00056.252,  00032.852, -519.89
14901,  00002.772,  00057.152,  00034.202, -520.83
15001, -00000.982,  00056.702,  00035.702, -522.73
15101,  00000.032,  00057.602,  00034.802, -520.83
15201, -00000.372,  00057.302,  00033.302, -522.73
15301, -00001.792,  00057.452,  00034.502, -523.67
15401, -00001.062,  00058.052,  00033.602, -526.52
15501, -00000.702,  00056.402,  00034.952, -530.30
15601,  00000.102,  00057.152,  00034.202, -534.09
15701, -00003.862,  00057.752,  00035.252, -537.88
15801, -00002.272,  00058.502,  00034.952, -542.61
15901,  00001.372,  00055.652,  00033.752, -545.45
16001,  00002.852,  00058.952,  00033.752, -549.24
16101, -00000.322,  00057.152,  00033.452, -553.98
16201,  00000.272,  00057.302,  00035.552, -558.71
16301, -00000.442,  00056.702,  00033.752, -560.61
16401, -00001.142,  00057.602,  00034.802, -567.23
16501, -00000.142,  00056.552,  00034.052, -571.02
16601,  00001.052,  00057.602,  00035.102, -573.86
16701, -00000.572,  00058.052,  00034.352, -578.60
16801,  00003.022,  00058.052,  00034.802, -583.33
16901, -00006.082,  00057.302,  00034.802, -587.12
17001, -00003.052,  00057.302,  00034.352, -591.86
17101, -00003.932,  00055.802,  00035.102, -594.70
17201, -00006.352,  00057.302,  00033.602, -600.38
17301, -00003.762,  00058.652,  00034.352, -603.22
17401, -00000.562,  00056.402,  00034.952, -607.95
17501,  00000.082,  00057.002,  00035.852, -611.74
17601, -00006.372,  00058.052,  00034.352, -616.48
17701, -00004.892,  00056.552,  00034.052, -617.42
17801,  00004.052,  00055.502,  00033.602, -617.42
17901,  00002.792,  00058.052,  00034.352, -615.53
18001, -00002.082,  00057.302,  00034.352, -613.64
18101, -00002.962,  00056.102,  00034.952, -611.74
18201, -00003.032,  00057.452,  00034.502, -607.95
18301, -00001.182,  00058.052,  00034.352, -604.17
18401, -00001.172,  00055.802,  00034.802, -599.43
18501,  00006.182,  00058.502,  00035.702, -595.64
18601,  00007.772,  00058.202,  00033.752, -590.91
18701,  00006.982,  00058.202,  00034.202, -586.17
18801,  00010.192,  00057.152,  00034.202, -583.33
18901,  00012.012,  00057.452,  00034.502, -578.60
19001,  00017.772,  00057.002,  00034.802, -574.81
19101,  00014.142,  00055.202,  00036.152, -570.08
19201,  00019.082,  00054.452,  00037.352, -566.29
19301,  00028.342,  00055.652,  00038.552, -562.50
19401,  00031.192,  00052.802,  00039.002, -555.87
19501,  00032.652,  00051.602,  00040.352, -552.08
19601,  00037.262,  00051.752,  00039.752, -548.30
19701,  00038.292,  00049.952,  00043.502, -542.61
19801,  00041.712,  00048.152,  00044.252, -538.83
19901,  00039.132,  00047.852,  00044.852, -535.04
20001,  00043.822,  00045.902,  00044.702, -532.20
20101,  00045.972,  00042.452,  00046.352, -527.46
20201,  00050.222,  00040.952,  00047.402, -525.57
20301,  00053.002,  00036.752,  00049.052, -523.67
20401,  00052.372,  00035.852,  00049.952, -521.78
20501,  00051.602,  00032.852,  00049.052, -519.89
20601,  00050.662,  00031.052,  00049.352, -520.83
20701,  00049.562,  00029.102,  00049.502, -520.83
20801,  00050.932,  00024.452,  00048.002, -520.83
20901,  00051.372,  00021.902,  00049.052, -521.78
21001,  00050.512,  00018.602,  00048.302, -519.89
21101,  00050.682,  00018.302,  00047.852, -520.83
21201,  00048.432,  00015.302,  00045.452, -519.89
21301,  00049.022,  00013.802,  00046.652, -519.89
21401,  00041.922,  00012.002,  00045.902, -520.83
21501,  00045.312,  00008.702,  00042.302, -520.83
21601,  00043.852,  00007.802,  00041.402, -520.83
21701,  00045.312,  00005.702,  00040.352, -520.83
21801,  00047.272,  00005.402,  00038.552, -519.89
21901,  00047.852,  00003.602,  00036.452, -519.89
22001,  00046.902,  00003.602,  00034.952, -520.83
22101,  00048.222, -00000.302,  00033.302, -519.89
22201,  00048.472,  00001.202,  00032.402, -520.83
22301,  00041.372,  00000.602,  00029.852, -521.78
22401,  00042.272,  00000.452,  00028.202, -519.89
22501,  00045.922, -00002.102,  00025.502, -520.83
22601,  00046.842, -00000.302,  00024.302, -519.89
22701,  00044.412, -00001.052,  00022.502, -519.89
22801,  00043.502, -00000.152,  00017.852, -520.83
22901,  00042.822,  00001.052,  00017.702, -520.83
23001,  00041.472,  00002.102,  00016.652, -521.78
23101,  00043.612,  00001.352,  00013.202, -520.83
23201,  00045.172,  00003.302,  00012.002, -520.83
23301,  00044.952,  00004.052,  00010.502, -520.83
23401,  00044.332,  00005.252,  00008.852, -518.94
23501,  00043.122,  00006.302,  00007.652, -515.62
23601,  00043.942,  00009.902,  00008.102, -520.83
23701,  00044.402,  00010.052,  00004.502, -521.78
23801,  00040.182,  00010.952,  00004.052, -520.83
23901,  00046.912,  00013.652,  00003.002, -520.83
24001,  00041.562,  00015.302,  00002.102, -520.83
24101,  00042.002,  00016.652,  00000.602, -519.89
24201,  00042.592,  00019.502,  00001.802, -519.89
24301,  00036.352,  00023.102,  00000.602, -520.83
24401,  00033.502,  00025.202,  00001.352, -521.78
24501,  00041.012,  00027.002,  00000.002, -520.83
24601,  00046.152,  00029.552,  00000.602, -516.56
24701,  00043.232,  00032.552, -00000.152, -519.89
24801,  00042.192,  00032.402,  00001.052, -519.89
24901,  00040.352,  00036.452,  00001.952, -520.83
25001,  00039.112,  00038.552,  00001.652, -521.78
25101,  00039.232,  00038.252,  00003.452, -520.83
25201,  00043.062,  00042.302,  00002.852, -520.83
25301,  00044.622,  00043.202,  00003.452, -516.10
25401,  00046.152,  00045.902,  00003.602, -513.26
25501,  00054.652,  00047.252,  00005.852, -508.52
25601,  00046.502,  00049.502,  00008.402, -504.73
25701,  00056.422,  00050.102,  00009.152, -501.89
25801,  00055.972,  00053.552,  00012.002, -498.11
25901,  00060.962,  00053.402,  00013.952, -492.42
26001,  00064.082,  00055.352,  00016.052, -486.74
26101,  00064.952,  00057.452,  00018.602, -482.01
26201,  00067.212,  00058.502,  00020.852, -480.11
26301,  00067.622,  00057.752,  00024.602, -477.27
26401,  00076.152,  00057.302,  00026.252, -471.59
26501,  00076.892,  00058.352,  00029.252, -464.96
26601,  00075.712,  00056.252,  00032.852, -463.07
26701,  00082.032,  00055.202,  00036.602, -461.17
26801,  00085.732,  00053.702,  00039.902, -455.49
26901,  00082.532,  00051.002,  00040.502, -448.86
27001,  00086.942,  00046.952,  00045.152, -446.02
27101,  00092.232,  00042.152,  00047.852, -443.18
27201,  00094.922,  00037.802,  00048.302, -436.55
27301,  00100.102,  00033.302,  00050.102, -431.82
27401,  00100.092,  00029.102,  00048.752, -430.87
27501,  00099.532,  00024.302,  00048.302, -425.19
27601,  00103.762,  00018.302,  00047.852, -421.40
27701,  00102.222,  00012.902,  00046.802, -420.45
27801,  00100.642,  00010.952,  00043.652, -421.40
27901,  00102.462,  00007.052,  00040.352, -423.30
28001,  00094.172,  00004.202,  00035.852, -424.24
28101,  00093.072,  00000.002,  00032.852, -429.92
28201,  00092.632, -00000.302,  00028.502, -433.71
28301,  00087.232, -00001.652,  00025.502, -435.61
28401,  00084.212, -00001.052,  00022.502, -440.34
28501,  00080.392,  00000.452,  00019.052, -445.08
28601,  00079.722,  00002.852,  00015.152, -448.86
28701,  00073.632,  00004.352,  00011.252, -451.70
28801,  00070.082,  00004.802,  00009.302, -456.44
28901,  00069.832,  00009.152,  00007.652, -462.12
29001,  00064.822,  00011.402,  00004.352, -465.91
29101,  00063.692,  00012.902,  00003.002, -467.80
29201,  00056.082,  00014.702,  00001.952, -474.43
29301,  00056.502,  00019.202,  00001.352, -478.22
29401,  00049.022,  00021.902,  00000.152, -482.95
29501,  00050.232,  00025.352,  00002.402, -486.74
29601,  00045.812,  00027.902,  00001.202, -489.58
29701,  00044.272,  00029.102,  00001.802, -495.27
29801,  00038.562,  00031.052,  00003.452, -499.05
29901,  00036.512,  00033.752,  00001.052, -503.79
30001,  00035.202,  00033.752,  00000.602, -507.58
30101,  00029.932,  00036.452,  00003.002, -511.36
30201,  00024.182,  00038.702,  00002.102, -513.26
30301,  00024.182,  00040.202,  00002.552, -517.05
30401,  00023.142,  00040.052,  00003.752, -518.94
30501,  00025.332,  00040.952,  00002.102, -518.94
30601,  00022.482,  00041.852,  00002.402, -519.89
30701,  00021.902,  00043.802,  00003.602, -519.89
30801,  00023.062,  00046.052,  00004.502, -519.89
30901,  00017.822,  00047.552,  00006.752, -519.89
31001,  00019.422,  00046.052,  00006.752, -520.83
31101,  00017.962,  00046.652,  00005.852, -520.83
31201,  00017.402,  00048.452,  00006.902, -520.83
31301,  00020.312,  00046.952,  00008.852, -521.78
31401,  00020.612,  00049.502,  00008.402, -520.83
31501,  00017.652,  00049.952,  00009.752, -520.83
31601,  00018.062,  00050.852,  00008.402, -520.83
31701,  00016.192,  00050.402,  00010.052, -520.83
31801,  00018.312,  00052.802,  00010.802, -521.78
31901,  00017.592,  00052.052,  00010.802, -520.83
32001,  00016.022,  00055.352,  00012.302, -521.78
32101,  00013.852,  00054.752,  00011.402, -521.78
32201,  00011.792,  00053.852,  00012.302, -519.89
32301,  00015.452,  00054.902,  00013.802, -520.83
32401,  00015.212,  00055.352,  00014.252, -521.78
32501,  00013.052,  00056.252,  00013.952, -520.83
32601,  00013.692,  00054.602,  00015.602, -521.78
32701,  00016.992,  00056.552,  00015.452, -521.78
32801,  00016.112,  00056.102,  00016.052, -521.78
32901,  00016.372,  00057.002,  00017.402, -520.83
33001,  00015.492,  00057.602,  00018.452, -520.83
33101,  00008.922,  00057.452,  00016.802, -520.83
33201,  00014.622,  00056.252,  00020.252, -520.83
33301,  00016.832,  00058.652,  00019.502, -521.78
33401,  00008.642,  00058.052,  00020.252, -521.78
33501,  00014.462,  00058.052,  00019.202, -521.78
33601,  00013.762,  00057.752,  00021.902, -520.83
33701,  00011.952,  00058.952,  00020.102, -519.89
33801,  00011.762,  00059.552,  00021.602, -520.83
33901,  00008.122,  00056.252,  00022.202, -520.83
34001,  00003.492,  00059.402,  00022.502, -521.78
34101,  00011.342,  00058.352,  00022.952, -522.73
34201,  00008.342,  00058.052,  00022.952, -520.83
34301,  00009.472,  00059.552,  00024.152, -520.83
34401,  00005.792,  00059.402,  00024.002, -520.83
34501,  00007.412,  00057.602,  00024.002, -520.83
34601,  00005.912,  00059.252,  00026.402, -520.83
34701,  00009.532,  00059.252,  00024.602, -521.78
34801,  00007.432,  00058.652,  00024.002, -521.78
34901,  00004.652,  00059.402,  00027.002, -521.78
35001,  00005.662,  00059.402,  00027.302, -520.83
35101,  00202.492,  00057.452,  00028.652, -366.48
35201,  00250.132,  00052.352,  00037.652, -169.51
35301,  00250.132,  00040.052,  00045.602, -66.29
35401,  00250.132,  00021.002,  00046.652, -18.75
35501,  00250.132,  00005.102,  00039.752, -3.75
35601,  00250.132, -00002.252,  00024.152, 0.00
35701,  00250.132,  00000.302,  00010.352, 0.00
35801,  00250.132,  00017.552, -00001.202, 0.00
35901,  00250.132,  00037.052,  00000.302, 0.00
36001,  00250.132,  00051.752,  00012.752, 0.00
36101,  00250.132,  00055.802,  00025.052, 0.00
36201,  00250.132,  00050.102,  00040.652, 0.00
36301,  00250.132,  00034.502,  00048.752, 0.00
36401,  00250.132,  00015.302,  00046.952, 0.00
36501,  00250.132,  00000.302,  00033.602, 0.00
36601,  00250.132, -00003.152,  00020.702, 0.00
36701,  00250.132,  00003.902,  00007.652, 0.00
36801,  00250.132,  00025.202, -00000.302, 0.00
36901,  00069.012,  00031.502,  00000.452, -20.62
37001,  00061.152,  00033.902, -00000.152, -1.89
37101,  00044.772,  00037.202,  00002.402, 0.94
37201,  00015.972,  00039.302,  00002.402, 0.00
37301,  00006.982,  00039.602,  00002.402, 0.00
37401,  00006.632,  00038.252,  00000.452, 0.00
37501,  00002.162,  00040.352,  00002.702, 0.00
37601, -00008.212,  00040.052,  00003.002, 0.00
37701, -00020.662,  00038.702,  00002.852, 0.00
37801, -00023.212,  00036.752,  00002.402, 0.00
37901, -00033.122,  00036.752,  00000.452, 0.00
38001, -00050.532,  00036.602, -00000.602, 0.00
38101, -00061.242,  00032.702, -00000.302, 0.00
38201, -00067.132,  00027.902,  00000.152, 0.00
38301, -00064.692,  00024.752, -00000.452, 0.00
38401, -00066.172,  00022.502, -00001.202, 0.00
38501, -00066.022,  00018.602,  00000.902, 0.00
38601, -00064.952,  00015.752,  00000.452, 0.00
38701, -00065.262,  00012.002,  00002.852, 0.00
38801, -00067.212,  00009.302,  00004.502, 0.00
38901, -00066.042,  00008.552,  00005.552, 0.00
39001, -00066.232,  00003.302,  00007.502, 0.00
39101, -00068.822,  00001.952,  00010.802, 0.00
39201, -00067.322,  00001.202,  00012.752, 0.00
39301, -00058.382, -00000.302,  00015.152, 0.00
39401, -00042.692, -00001.952,  00018.302, 0.00
39501, -00028.422, -00001.202,  00019.802, 0.00
39601, -00027.742, -00001.502,  00021.152, 0.00
39701, -00026.272, -00002.102,  00021.002, 0.00
39801, -00027.852, -00001.202,  00022.652, 0.00
39901, -00029.192, -00002.852,  00023.702, 0.00
time (ms), gyrz (dps), magx (uT), magy (uT), wheel (RPM)
101, -00001.122, -00001.502,  00016.802, 0.00
201, -00105.022,  00004.952,  00027.002, -101.33
301, -00108.932,  00002.252,  00029.402, -234.38
401, -00161.502,  00002.102,  00031.352, -330.49
501, -00200.432,  00003.602,  00039.302, -389.06
601, -00223.792,  00013.052,  00045.902, -431.25
701, -00237.942,  00023.252,  00049.352, -464.02
801, -00250.142,  00033.752,  00051.752, -482.95
